name,color,cmc,manaCost,types,count,pips,colorType,colordiff,cmcdiff,pipdiff,colortypediff,power,newcc
Hero's Downfall,Black,3,{1}{B}{B},Instant,17,2,Monocolored,0.222893937824899,0.39706676044111,0.272222597700428,0.164020272242647,1.056203568209084,1.3956180217634033
Heroic Reinforcements,White Red,4,{2}{R}{W},Sorcery,1,2,Multicolored,-0.867561192750945,-0.964846381297549,-0.936434748295418,-0.867561192750945,-3.636403515094857,0
History of Benalia,White,3,{1}{W}{W},Enchantment,1,2,Monocolored,-0.952719919084015,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.768492113244827,0
Honor of the Pure,White,2,{1}{W},Enchantment,3,1,Monocolored,-0.820484476763064,-0.981788720925419,-0.916434794097904,-0.880709314004973,-3.59941730579136,0
Hornet Queen,Green,7,{4}{G}{G}{G},Creature,28,3,Monocolored,0.996867088149388,1.30009091914198,1.58787237552553,0.984879232865777,4.869709615682675,1.4421725717219056
Hostage Taker,Blue Black,4,{2}{U}{B},Creature,30,2,Multicolored,2.01136077523353,1.09277587363672,1.25425669132205,2.01136077523353,6.369754115425831,0.8689047506182714
Huntmaster of the Fells,Red Green,4,{2}{R}{G},Creature,5,2,Multicolored,-0.470468507511707,-0.681036415099719,-0.634270411796457,-0.470468507511707,-2.25624384191959,0.15809033084088167
Hymn to Tourach,Black,2,{B}{B},Sorcery,25,2,Monocolored,0.834115840982125,0.772829626788571,0.876551270698351,0.761008607241287,3.244505345710334,2.1095469597558294
Hypnotic Specter,Black,3,{1}{B}{B},Creature,2,2,Monocolored,-0.923147130594907,-0.771478060076272,-0.860893664170678,-0.955332855879803,-3.51085171072166,0
Ice,Blue,2,{1}{U},Instant,8,1,Monocolored,-0.543403558261417,-0.583011823717694,-0.534923393030715,-0.507591604630823,-2.1689303796406487,0
Imperial Recruiter,Red,3,{2}{R},Creature,26,1,Monocolored,1.00302703006388,1.09819365275154,0.838517650811166,0.835632149116117,3.7753704827427033,1.0733367000481486
Imperial Seal,Black,1,{B},Sorcery,19,1,Monocolored,0.375699413614206,0.141486195776378,0.304401689317101,0.313267355992307,1.134854654699992,1.8139863867167891
Imposing Sovereign,White,2,{1}{W},Creature,21,1,Monocolored,0.369634504125493,0.453808109022391,0.457006249743977,0.462514439741967,1.7429633026338278,1.215352306886993
Impulse,Blue,2,{1}{U},Instant,8,1,Monocolored,-0.543403558261417,-0.583011823717694,-0.534923393030715,-0.507591604630823,-2.1689303796406487,0
Incendiary Flow,Red,2,{1}{R},Sorcery,2,1,Monocolored,-1.00434420278885,-1.06154410036696,-0.992737074311342,-0.955332855879803,-4.013958233346955,0
Incinerate,Red,2,{1}{R},Instant,31,1,Monocolored,1.42122937024153,1.25136190343784,1.22002905187835,1.20874985849027,5.10137018404799,0.9263767153130248
Inferno Titan,Red,6,{4}{R}{R},Creature,40,2,Monocolored,2.17399358256131,2.23087090689114,2.00966753256946,1.88036173536374,8.29489375738565,1.4887677448242518
Inkwell Leviathan,Blue,9,{7}{U}{U},Artifact Creature,17,ramp/cheat,Monocolored,0.10704436467634,1.10791393757793,0.794012309345154,0.164020272242647,2.172990883842071,0
Inquisition of Kozilek,Black,1,{B},Sorcery,32,1,Monocolored,1.3689350062447,1.11984818784708,1.29633133209179,1.2833734003651,5.068487926548671,2.309410539204519
Insult,Red,3,{2}{R},Sorcery,1,1,Monocolored,-1.08798467082438,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.036361471214554,0
Into the Roil,Blue,2,{1}{U},Instant,7,1,Monocolored,-0.615675549698946,-0.662767203159239,-0.611225673244153,-0.582215146505653,-2.471883572607991,0
"Iona, Shield of Emeria",White,9,{6}{W}{W}{W},Creature,2,ramp/cheat,Monocolored,-0.88660219792354,-1.03643561902451,-1.02433649068192,-0.955332855879803,-3.902707163509773,0
"Isamaru, Hound of Konda",White,1,{W},Creature,25,1,Monocolored,0.634105388767395,0.593037884424393,0.762215370597728,0.761008607241287,2.750367251030803,2.0477402294722973
Isareth the Awakener,Black,3,{1}{B}{B},Creature,1,2,Monocolored,-0.999549868489561,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.815322062650373,0
Isochron Scepter,Colorless,2,{2},Artifact,1,0,Colorless,-1.20391512331522,-1.14129947980851,-1.22147840811591,-1.20391512331522,-4.770608134554861,0
Izzet Charm,Blue Red,2,{U}{R},Instant,21,2,Multicolored,1.11790223344525,0.453808109022391,0.57438693419939,1.11790223344525,3.2639995101122814,0.7093807459888284
Izzet Signet,Colorless,2,{2},Artifact,15,0,Colorless,-0.165167348107554,-0.024724167626879,-0.214974561151386,-0.165167348107554,-0.570033424993373,0
Jace Beleren,Blue,3,{1}{U}{U},Planeswalker,25,2,Monocolored,0.685220296176568,1.02029066471705,0.876551270698351,0.761008607241287,3.343070838833256,1.205140622820386
"Jace, the Mind Sculptor",Blue,4,{2}{U}{U},Planeswalker,31,2,Monocolored,1.11885224480174,1.16372836518618,1.32979777544679,1.20874985849027,4.82112824392498,1.185923719555351
"Jace, Vryn's Prodigy",Blue,2,{1}{U},Creature,31,1,Monocolored,1.11885224480174,1.25136190343784,1.22002905187835,1.20874985849027,4.7989930586082,1.5891324507159161
Jackal Pup,Red,1,{R},Creature,20,1,Monocolored,0.501184221850698,0.216744810551047,0.380703969530539,0.387890897867137,1.486523899799421,1.8697267785668767
Jadelight Ranger,Green,3,{1}{G}{G},Creature,2,2,Monocolored,-1.01515822738148,-0.771478060076272,-0.860893664170678,-0.955332855879803,-3.602862807508233,0
Joraga Treespeaker,Green,1,{G},Creature,29,1,Monocolored,1.07425267720827,0.89407234352307,1.06742449145148,1.05950277474061,4.095252286923429,2.207752550664356
Journey to Eternity,Black Green,3,{1}{B}{G},Enchantment,1,2,Multicolored,-0.867561192750945,-0.849381048110764,-0.936434748295418,-0.867561192750945,-3.520938181908072,0
Journey to Nowhere,White,2,{1}{W},Enchantment,28,1,Monocolored,0.832458552248825,1.01209576511321,0.991122211238041,0.984879232865777,3.820555761465853,0.7907905184177328
"Kalitas, Traitor of Ghet",Black,4,{2}{B}{B},Creature,16,2,Monocolored,0.146491199930245,0.0994409919443157,0.196681513575688,0.0893967303678166,0.5320104358180654,1.017404119686569
"Kari Zev, Skyship Raider",Red,2,{1}{R},Creature,28,1,Monocolored,1.17030796613494,1.01209576511321,0.991122211238041,0.984879232865777,4.158405175351968,1.5215248754732977
Karn Liberated,Colorless,7,{7},Planeswalker,11,0,Colorless,-0.461952426738316,-0.527856463411028,-0.502547088855536,-0.461952426738316,-1.954308405743196,0
"Karn, Scion of Urza",Colorless,4,{4},Planeswalker,19,0,Colorless,0.131617730523207,0.312298466592689,0.0725979665527635,0.131617730523207,0.6481318941918665,0
Keldon Marauders,Red,2,{1}{R},Creature,15,1,Monocolored,0.0829818816730459,-0.024724167626879,-0.000807431536650178,0.0147731884929866,0.07222347100250333,0.9306320953446188
"Keranos, God of Storms",Blue Red,5,{3}{U}{R},Enchantment Creature,5,2,Multicolored,-0.470468507511707,-0.668411746836643,-0.634270411796457,-0.470468507511707,-2.243619173656514,0.0488138962762304
Kessig Prowler,Green,1,{G},Creature,3,1,Monocolored,-0.937772638322604,-1.06265164061833,-0.916434794097904,-0.880709314004973,-3.797568387043811,0.18434585065807452
"Kiki-Jiki, Mirror Breaker",Red,5,{2}{R}{R}{R},Creature,19,3,Monocolored,0.417543753815167,0.399252654150746,0.791926222730455,0.313267355992307,1.921989986688675,1.4238776748538986
Kinjalli's Sunwing,White,3,{2}{W},Creature,1,1,Monocolored,-0.952719919084015,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.901096719474189,0
"Kira, Great Glass-Spinner",Blue,3,{1}{U}{U},Creature,1,2,Monocolored,-1.04930749832412,-0.849381048110764,-0.936434748295418,-1.02995639775463,-3.8650796924849318,0
Kitchen Finks,Colorless,3,{1}{G/W}{G/W},Creature,21,0,Colorless,0.280010269838588,0.708678712579079,0.216384230404838,0.280010269838588,1.485083482661093,0
Kitesail Freebooter,Black,2,{1}{B},Creature,13,1,Monocolored,-0.0827170137537156,-0.184234926509969,-0.153411991963526,-0.134473895256673,-0.55483782748388355,0.7986691719959826
Knight of Autumn,White Green,3,{1}{G}{W},Creature,24,2,Multicolored,1.41572174737468,0.942387676682555,0.801010186573611,1.41572174737468,4.574841358005526,0.9268369292333871
Knight of the Holy Nimbus,White,2,{W}{W},Creature,1,2,Monocolored,-0.952719919084015,-1.14129947980851,-0.936434748295418,-1.02995639775463,-4.060410544942574,0
Knight of the Reliquary,White Green,3,{1}{G}{W},Creature,3,2,Multicolored,-0.669014850131326,-0.693575072041779,-0.785352580045938,-0.669014850131326,-2.816957352350369,0.1876272527630436
Kodama's Reach,Green,3,{2}{G},Sorcery,18,1,Monocolored,0.223011197560589,0.474969748475602,0.228099409103663,0.238643814117477,1.164724169257331,0.20940548177938823
Kolaghan's Command,Black Red,3,{1}{B}{R},Instant,20,2,Multicolored,1.01862906213544,0.630775724544587,0.498845850074649,1.01862906213544,3.1668796988901153,0.847310903006283
Kor Skyfisher,White,2,{1}{W},Creature,1,1,Monocolored,-0.952719919084015,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.1930151511719345,0
Koth of the Hammer,Red,4,{2}{R}{R},Planeswalker,31,2,Monocolored,1.42122937024153,1.16372836518618,1.32979777544679,1.20874985849027,5.12350536936477,1.2162476955873909
"Kozilek, Butcher of Truth",Colorless,10,{10},Creature,8,ramp/cheat,Colorless,-0.684541235711387,-0.178695796383536,-0.296996970671088,-0.684541235711387,-1.844775238477398,0
"Kozilek, the Great Distortion",Colorless,10,{8}{C}{C},Creature,1,ramp/cheat,Colorless,-1.20391512331522,-1.17939225613134,-1.14555974401705,-1.20391512331522,-4.7327822467788305,0
"Kytheon, Hero of Akros",White,1,{W},Creature,31,1,Monocolored,1.03081171573025,1.04458957307241,1.22002905187835,1.20874985849027,4.50418019917128,2.2517317227910576
Laboratory Maniac,Blue,3,{2}{U},Creature,1,1,Monocolored,-1.04930749832412,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.9976842987142938,0
Land Tax,White,1,{W},Enchantment,39,1,Monocolored,1.55975348501406,1.64665849126976,1.83044729358586,1.80573819348891,6.84259746335859,1.3730906970786318
Languish,Black,4,{2}{B}{B},Sorcery,10,2,Monocolored,-0.311925227437676,-0.32627395735243,-0.256564991172755,-0.358344520881163,-1.253108696844024,0.627779329798536
Legion Warboss,Red,3,{2}{R},Creature,10,1,Monocolored,-0.335220458504606,-0.148254155800335,-0.382318832603839,-0.358344520881163,-1.224137967789943,0.23001642086764898
Legion's Landing,White,1,{W},Enchantment,3,1,Monocolored,-0.820484476763064,-1.06265164061833,-0.916434794097904,-0.880709314004973,-3.680280225484271,0
Leonin Warleader,White,4,{2}{W}{W},Creature,3,2,Monocolored,-0.820484476763064,-0.822941398198634,-0.785352580045938,-0.880709314004973,-3.3094877690126094,0
"Leovold, Emissary of Trest",Blue Black Green,3,{B}{G}{U},Creature,1,3,Multicolored,-0.867561192750945,-0.849381048110764,-0.799966082859698,-0.867561192750945,-3.384469516472352,0.2398316877558933
Leyline of Sanctity,White,4,{2}{W}{W},Enchantment,1,2,Monocolored,-0.952719919084015,-0.964846381297549,-0.936434748295418,-1.02995639775463,-3.883957446431612,0
Life from the Loam,Green,2,{1}{G},Sorcery,11,1,Monocolored,-0.318687925851568,-0.343745685393059,-0.306016552390401,-0.283720979006333,-1.252171142641361,0
Lightning Bolt,Red,1,{R},Instant,33,1,Monocolored,1.58851030631259,1.19510680262175,1.37263361230523,1.35799694223993,5.5142476634795,1.2541189690423116
Lightning Greaves,Colorless,2,{2},Artifact,2,0,Colorless,-1.12971885365753,-1.06154410036696,-1.14958527618987,-1.12971885365753,-4.47056708387189,0
Lightning Helix,White Red,2,{R}{W},Instant,25,2,Multicolored,1.51499491868449,0.772829626788571,0.876551270698351,1.51499491868449,4.679370734855902,0.7884248559428745
Lightning Mauler,Red,2,{1}{R},Creature,3,1,Monocolored,-0.920703734753316,-0.981788720925419,-0.916434794097904,-0.880709314004973,-3.699636563781612,0
Lightning Strike,Red,2,{1}{R},Instant,22,1,Monocolored,0.668465157921759,0.533563488463936,0.533308529957414,0.537137981616797,2.272475157959906,0.5978023343742356
Liliana of the Veil,Black,3,{1}{B}{B},Planeswalker,38,2,Monocolored,1.82735143361262,2.03302950916544,1.85858536431998,1.73111465161408,7.450080958712119,2.1162620174892104
"Liliana, Death's Majesty",Black,5,{3}{B}{B},Planeswalker,19,2,Monocolored,0.375699413614206,0.399252654150746,0.423304765949909,0.313267355992307,1.5115241897071678,0.9572828274654236
"Liliana, Heretical Healer",Black,3,{1}{B}{B},Creature,8,2,Monocolored,-0.464730703226983,-0.304060131869319,-0.407647159422236,-0.507591604630823,-1.684029599149361,0.793285202964201
"Liliana, the Last Hope",Black,3,{1}{B}{B},Planeswalker,27,2,Monocolored,0.986921316771432,1.17609664078603,1.02763343894783,0.910255690990947,4.10090708749624,1.802908980391566
Lingering Souls,White,3,{2}{W},Sorcery,43,1,Monocolored,1.82422436965596,2.42254444933791,2.13565641443961,2.10423236098823,8.486657594421711,0.9922629579546405
"Linvala, Keeper of Silence",White,4,{2}{W}{W},Creature,1,2,Monocolored,-0.952719919084015,-0.964846381297549,-0.936434748295418,-1.02995639775463,-3.883957446431612,0
Living Death,Black,5,{3}{B}{B},Sorcery,12,2,Monocolored,-0.159119751648369,-0.134579546342948,-0.105482822923274,-0.209097437131503,-0.608279558046094,0.5634303186573829
Llanowar Elves,Green,1,{G},Creature,32,1,Monocolored,1.30640944438491,1.11984818784708,1.29633133209179,1.2833734003651,5.00596236468888,2.3031811517845924
Lodestone Golem,Colorless,4,{4},Artifact Creature,3,0,Colorless,-1.05552258399984,-0.822941398198634,-1.07769214426384,-1.05552258399984,-4.011678710462155,0
Logic Knot,Blue,2,{X}{U}{U},Instant,1,2,Monocolored,-1.04930749832412,-1.14129947980851,-0.936434748295418,-1.02995639775463,-4.156998124182678,0
Lone Missionary,White,2,{1}{W},Creature,1,1,Monocolored,-0.952719919084015,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.1930151511719345,0
Looter il-Kor,Blue,2,{1}{U},Creature,21,1,Monocolored,0.396132330426454,0.453808109022391,0.457006249743977,0.462514439741967,1.7694611289347888,1.2192743062885243
Lotleth Troll,Black Green,2,{B}{G},Creature,1,2,Multicolored,-0.867561192750945,-1.14129947980851,-0.936434748295418,-0.867561192750945,-3.8128566136058186,0.08577495281567542
Lotus Cobra,Green,2,{1}{G},Creature,33,1,Monocolored,1.38379503344379,1.41087266232093,1.37263361230523,1.35799694223993,5.525298250309881,1.6606345359286094
Loxodon Smiter,White Green,3,{1}{G}{W},Creature,1,2,Multicolored,-0.867561192750945,-0.849381048110764,-0.936434748295418,-0.867561192750945,-3.520938181908072,0
Loxodon Warhammer,Colorless,3,{3},Artifact,1,0,Colorless,-1.20391512331522,-0.849381048110764,-1.22147840811591,-1.20391512331522,-4.478689702857114,0
Lyra Dawnbringer,White,5,{3}{W}{W},Creature,1,2,Monocolored,-0.952719919084015,-0.973458718547326,-0.936434748295418,-1.02995639775463,-3.892569783681389,0
Maelstrom Pulse,Black Green,3,{1}{B}{G},Sorcery,27,2,Multicolored,1.71354126130411,1.17609664078603,1.02763343894783,1.71354126130411,5.63081260234208,0.9791457627853237
Magma Jet,Red,2,{1}{R},Instant,45,1,Monocolored,2.59219592273896,2.36793721561947,2.28826097486648,2.25347944473789,9.5018735579628,1.2879834908536156
Man-o'-War,Blue,3,{2}{U},Creature,24,1,Monocolored,0.612948304739039,0.942387676682555,0.68591309038429,0.686385065366457,2.9276341371723413,0.9717423591075752
Mana Drain,Blue,2,{U}{U},Instant,3,2,Monocolored,-0.90476351544906,-0.981788720925419,-0.785352580045938,-0.880709314004973,-3.55261413042539,0
Mana Flare,Red,3,{2}{R},Enchantment,1,1,Monocolored,-1.08798467082438,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.036361471214554,0
Mana Leak,Blue,2,{1}{U},Instant,35,1,Monocolored,1.40794021055185,1.57038342120402,1.52523817273211,1.50724402598959,6.01080583047757,1.0125827777154544
Mana Tithe,White,1,{W},Instant,17,1,Monocolored,0.105163619483591,-0.00903103377296038,0.151797128890225,0.164020272242647,0.4119499868435026,0.589997180437995
Mana Vault,Colorless,1,{1},Artifact,2,0,Colorless,-1.12971885365753,-1.137910255393,-1.14958527618987,-1.12971885365753,-4.54693323889793,0
Managorger Hydra,Green,3,{2}{G},Creature,1,1,Monocolored,-1.09254381644036,-0.849381048110764,-1.06903935452478,-1.02995639775463,-4.040920616830534,0
Manglehorn,Green,3,{2}{G},Creature,28,1,Monocolored,0.996867088149388,1.25399962882052,0.991122211238041,0.984879232865777,4.2268681610737255,1.1235073914414588
Manic Vandal,Red,3,{2}{R},Creature,10,1,Monocolored,-0.335220458504606,-0.148254155800335,-0.382318832603839,-0.358344520881163,-1.224137967789943,0.23001642086764898
Mardu Strike Leader,Black,3,{2}{B},Creature,8,1,Monocolored,-0.464730703226983,-0.304060131869319,-0.534923393030715,-0.507591604630823,-1.81130583275784,0.060999192359551924
Mardu Woe-Reaper,White,1,{W},Creature,16,1,Monocolored,0.0390458983231155,-0.0842896485476296,0.0754948486767876,0.0893967303678166,0.1196478288200901,1.6330856532521514
Marionette Master,Black,6,{4}{B}{B},Creature,1,2,Monocolored,-0.999549868489561,-1.22314917749074,-0.936434748295418,-1.02995639775463,-4.189090192030349,0
Massacre Wurm,Black,6,{3}{B}{B}{B},Creature,4,3,Monocolored,-0.7703416548056,-0.957455324845983,-0.534650698594673,-0.806085772130143,-3.068533450376399,0
Master Biomancer,Blue Green,4,{2}{G}{U},Creature,3,2,Multicolored,-0.669014850131326,-0.822941398198634,-0.785352580045938,-0.669014850131326,-2.946323678507224,0.013242167027919138
Master of the Wild Hunt,Green,4,{2}{G}{G},Creature,14,2,Monocolored,-0.0865311586749292,-0.0424639911545996,0.0455993453262069,-0.0598503533818434,-0.14324615788516532,0.8872231004641223
Mayor of Avabruck,Green,2,{1}{G},Creature,1,1,Monocolored,-1.09254381644036,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.33283904852828,0
Meloku the Clouded Mirror,Blue,5,{4}{U},Creature,31,1,Monocolored,1.11885224480174,1.31439356928279,1.22002905187835,1.20874985849027,4.86202472445315,0.6792535824071929
Memory Jar,Colorless,5,{5},Artifact,10,0,Colorless,-0.536148696396007,-0.28710303219829,-0.574440220781574,-0.536148696396007,-1.9338406457718778,0
Memory Lapse,Blue,2,{1}{U},Instant,24,1,Monocolored,0.612948304739039,0.693074247347026,0.68591309038429,0.686385065366457,2.6783207078368125,0.6521065042968324
Mental Misstep,Colorless,1,{U/P},Instant,1,0,Colorless,-1.20391512331522,-1.21316887016767,-1.22147840811591,-1.20391512331522,-4.84247752491402,0
Meren of Clan Nel Toth,Black Green,4,{2}{B}{G},Creature,1,2,Multicolored,-0.867561192750945,-0.964846381297549,-0.936434748295418,-0.867561192750945,-3.636403515094857,0
Merfolk Branchwalker,Green,2,{1}{G},Creature,1,1,Monocolored,-1.09254381644036,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.33283904852828,0
Mesmeric Fiend,Black,2,{1}{B},Creature,3,1,Monocolored,-0.846744392700253,-0.981788720925419,-0.916434794097904,-0.880709314004973,-3.6256772217285493,0
Metallic Mimic,Colorless,2,{2},Artifact Creature,2,0,Colorless,-1.12971885365753,-1.06154410036696,-1.14958527618987,-1.12971885365753,-4.47056708387189,0
Metalworker,Colorless,3,{3},Artifact Creature,1,0,Colorless,-1.20391512331522,-0.849381048110764,-1.22147840811591,-1.20391512331522,-4.478689702857114,0
Metamorphic Alteration,Blue,2,{1}{U},Enchantment,1,1,Monocolored,-1.04930749832412,-1.14129947980851,-1.06903935452478,-1.02995639775463,-4.2896027304120405,0
Midnight Reaper,Black,3,{2}{B},Creature,1,1,Monocolored,-0.999549868489561,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.947926668879735,0
"Mikaeus, the Lunarch",White,1,{X}{W},Creature,1,1,Monocolored,-0.952719919084015,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.264884541531095,0
Mimic Vat,Colorless,3,{3},Artifact,11,0,Colorless,-0.461952426738316,-0.0703511677658424,-0.502547088855536,-0.461952426738316,-1.4968031100980104,0
Mind Stone,Colorless,2,{2},Artifact,28,0,Colorless,0.799384157442424,1.01209576511321,0.719636153887101,0.799384157442421,3.3305002338851564,0
Mind Twist,Black,1,{X}{B},Sorcery,44,1,Monocolored,2.28576786098054,2.02295156514311,2.21195869465305,2.17885590286306,8.69953402363976,2.617361819382618
Mind's Desire,Blue,6,{4}{U}{U},Sorcery,1,2,Monocolored,-1.04930749832412,-1.22314917749074,-0.936434748295418,-1.02995639775463,-4.238847821864908,0
Mirari's Wake,White Green,5,{3}{G}{W},Enchantment,6,2,Multicolored,-0.371195336201897,-0.592150003908972,-0.558729327671716,-0.371195336201897,-1.8932700039844819,0
Mirran Crusader,White,3,{1}{W}{W},Creature,3,2,Monocolored,-0.820484476763064,-0.693575072041779,-0.785352580045938,-0.880709314004973,-3.180121442855754,0.19330466391038387
Mirror Entity,White,3,{2}{W},Creature,8,1,Monocolored,-0.489895870960689,-0.304060131869319,-0.534923393030715,-0.507591604630823,-1.8364710004915459,0.05307588780109458
Miscalculation,Blue,2,{1}{U},Instant,29,1,Monocolored,0.974308261926682,1.09185114455475,1.06742449145148,1.05950277474061,4.193086672673522,0.8321573918336236
Mizzium Mortars,Red,2,{1}{R},Sorcery,3,1,Monocolored,-0.920703734753316,-0.981788720925419,-0.916434794097904,-0.880709314004973,-3.699636563781612,0
Moat,White,4,{2}{W}{W},Enchantment,16,2,Monocolored,0.0390458983231155,0.0994409919443157,0.196681513575688,0.0893967303678166,0.4245651342109358,0.5923254479530076
Monastery Mentor,White,3,{2}{W},Creature,19,1,Monocolored,0.237399061804542,0.552872736510094,0.304401689317101,0.313267355992307,1.407940843624044,0.7589256894111486
Monastery Swiftspear,Red,1,{R},Creature,22,1,Monocolored,0.668465157921759,0.367262040100386,0.533308529957414,0.537137981616797,2.106173709596356,1.9609639427822272
Morphling,Blue,5,{3}{U}{U},Creature,1,2,Monocolored,-1.04930749832412,-0.973458718547326,-0.936434748295418,-1.02995639775463,-3.989157362921494,0
Mother of Runes,White,1,{W},Creature,27,1,Monocolored,0.766340831088349,0.743555113973732,0.914819931024603,0.910255690990947,3.334971567077631,2.120460104928508
Mox Diamond,Colorless,0,{0},Artifact,61,0,Colorless,3.24786105614621,1.0904252687476,3.09210950744634,3.24786105614621,10.67825688848636,0
Mulldrifter,Blue,5,{4}{U},Creature,37,1,Monocolored,1.55248419342691,1.77196402684882,1.67784273315898,1.65649110973925,6.658782063173961,0.8466218087592732
Murderous Redcap,Colorless,4,{2}{B/R}{B/R},Creature,1,0,Colorless,-1.20391512331522,-0.964846381297549,-1.22147840811591,-1.20391512331522,-4.594155036043899,0
Myr Battlesphere,Colorless,7,{7},Artifact Creature,26,0,Colorless,0.65099161812704,1.08503828590045,0.575849890035026,0.65099161812704,2.962871412189556,0
Mystic Confluence,Blue,5,{3}{U}{U},Instant,48,2,Monocolored,2.34747609923972,2.6108431990532,2.61399620556738,2.47735007036238,10.049665574222681,1.4585928014707454
Mystic Snake,Blue Green,4,{1}{G}{U}{U},Creature,14,3,Multicolored,0.42299003427658,-0.0424639911545996,0.349733915622079,0.42299003427658,1.1532499930206392,0.764649161966811
Mystical Tutor,Blue,1,{U},Instant,24,1,Monocolored,0.612948304739039,0.517779269649724,0.68591309038429,0.686385065366457,2.5030257301395102,0.9166940812031446
"Nahiri, the Harbinger",White Red,4,{2}{R}{W},Planeswalker,1,2,Multicolored,-0.867561192750945,-0.964846381297549,-0.936434748295418,-0.867561192750945,-3.636403515094857,0
"Najeela, the Blade-Blossom",Red,3,{2}{R},Creature,7,1,Monocolored,-0.586141862611197,-0.381963119903811,-0.611225673244153,-0.582215146505653,-2.161545802264814,0
Natural Order,Green,4,{2}{G}{G},Sorcery,24,2,Monocolored,0.687324731913867,0.667060924339977,0.801010186573611,0.686385065366457,2.8417809081939125,0.9608536765554266
Nature's Claim,Green,1,{G},Instant,1,1,Monocolored,-1.09254381644036,-1.21316887016767,-1.06903935452478,-1.02995639775463,-4.40470843888744,0
Necromancy,Black,3,{2}{B},Enchantment,22,1,Monocolored,0.604907627298166,0.786581700613571,0.533308529957414,0.537137981616797,2.4619358394859483,0.9112025877939642
"Neheb, the Eternal",Red,5,{3}{R}{R},Creature,1,2,Monocolored,-1.08798467082438,-0.973458718547326,-0.936434748295418,-1.02995639775463,-4.0278345354217535,0
Nekrataal,Black,4,{2}{B}{B},Creature,17,2,Monocolored,0.222893937824899,0.170393483493773,0.272222597700428,0.164020272242647,0.829530291261747,1.0697892490201388
Nether Void,Black,4,{3}{B},Enchantment,7,1,Monocolored,-0.541133441121637,-0.539131432000803,-0.611225673244153,-0.582215146505653,-2.273705692872246,0
Never,Black,3,{1}{B}{B},Sorcery,10,2,Monocolored,-0.311925227437676,-0.148254155800335,-0.256564991172755,-0.358344520881163,-1.075088895291929,0.9618785943877065
Nezumi Graverobber,Black,2,{1}{B},Creature,2,1,Monocolored,-0.923147130594907,-1.06154410036696,-0.992737074311342,-0.955332855879803,-3.932761161153012,0
"Nicol Bolas, God-Pharaoh",Blue Black Red,7,{4}{U}{B}{R},Planeswalker,9,3,Multicolored,-0.073375822272468,-0.742909096652558,-0.0924583914862967,-0.073375822272468,-0.9821191326837907,0.2717283779094454
"Nicol Bolas, Planeswalker",Blue Black Red,8,{4}{U}{B}{B}{R},Planeswalker,2,4,Multicolored,-0.768288021441136,-1.03643561902451,NA,-0.768288021441135,NA,0
"Nicol Bolas, the Ravager",Blue Black Red,4,{1}{U}{B}{R},Creature,4,3,Multicolored,-0.569741678821516,-0.751988906649176,-0.534650698594673,-0.569741678821516,-2.426122962886881,0.32886563222587645
Night Incarnate,Black,5,{4}{B},Creature,2,1,Monocolored,-0.923147130594907,-0.897196975619655,-0.992737074311342,-0.955332855879803,-3.768414036405707,0
Night's Whisper,Black,2,{1}{B},Sorcery,6,1,Monocolored,-0.61753617901629,-0.742522582600784,-0.68752795345759,-0.656838688380483,-2.704425403455147,0.13783600048036898
Nimble Obstructionist,Blue,3,{2}{U},Creature,1,1,Monocolored,-1.04930749832412,-0.849381048110764,-1.06903935452478,-1.02995639775463,-3.9976842987142938,0
"Nissa, Steward of Elements",Blue Green,2,{X}{G}{U},Planeswalker,24,2,Multicolored,1.41572174737468,0.693074247347026,0.801010186573611,1.41572174737468,4.325527928669997,0.7698041988509936
"Nissa, Vastwood Seer",Green,3,{2}{G},Creature,26,1,Monocolored,0.842095910031628,1.09819365275154,0.838517650811166,0.835632149116117,3.614439362710451,1.0548275023178655
"Nissa, Voice of Zendikar",Green,3,{1}{G}{G},Planeswalker,27,2,Monocolored,0.919481499090508,1.17609664078603,1.02763343894783,0.910255690990947,4.033467269815316,1.2846455341502974
"Nissa, Worldwaker",Green,5,{3}{G}{G},Planeswalker,18,2,Monocolored,0.223011197560589,0.322990911223076,0.347763681825169,0.238643814117477,1.132409604726311,0.5608247881838919
Noble Hierarch,Green,1,{G},Creature,40,1,Monocolored,1.92549415685594,1.72191710604443,1.90674957379929,1.88036173536374,7.4345225720634005,2.520476682635184
Noose Constrictor,Green,2,{1}{G},Creature,14,1,Monocolored,-0.0865311586749292,-0.104479547068424,-0.077109711750088,-0.0598503533818434,-0.3279707708752846,0.8484463211802966
Noxious Gearhulk,Black,6,{4}{B}{B},Artifact Creature,9,2,Monocolored,-0.38832796533233,-0.514632237104716,-0.332106075297495,-0.432968062755993,-1.668034340490534,0.1049501293137086
