deckID,colors,baseColors,splashes,sphere,archetype,deckName,date,cubeType
431,red green,red green,-,midrange,survival,Gruul (RG) Lutri Survival Midrange,2021-01-31,Vintage Unpowered
432,red green,red green,-,midrange,-,Gruul (RG) Midrange,2021-01-31,Vintage Unpowered
433,red green,red green,-,midrange,-,Gruul (RG) Midrange (1).txt,2020-09-12,Vintage Unpowered
434,red green,red green,-,midrange,-,Gruul (RG) Midrange [WOTC Vintage].txt,2020-04-25,WOTC Vintage
435,red green,red green,-,midrange,-,Gruul (RG) Midrange.txt,2020-09-12,Vintage Unpowered
436,red green,red green,-,ramp,naturalorder,Gruul (RG) Natural Order Fires Ramp 11.8.18.txt,2018-11-08,Vintage Unpowered
437,red green,red green,-,midrange  ramp,naturalorder,Gruul (RG) Natural Order Midrange Ramp.txt,2017-12-03,Vintage Unpowered
438,red green,green,red,ramp,naturalorder,Gruul (RG) Natural Order Ramp [WOTC Vintage].txt,2019-01-06,WOTC Vintage
439,red green,red green,-,ramp,naturalorder,Gruul (RG) Natural Order Rofellos Ramp [WOTC Vintage].txt,2020-03-20,WOTC Vintage
440,green,green,-,ramp,naturalorder,Gruul (RG) Natural Order Rofellos Ramp copy.txt,2020-03-20,Vintage Unpowered
441,red green,green,red,midrange,naturalorder  survival,Gruul (RG) Natural Order Survival Midrange 8.10.18.txt,2018-08-10,Vintage Unpowered
442,red green,red,green,midrange  ramp,-,Gruul (RG) Ramp Midrange.txt,2017-12-03,Vintage Unpowered
443,red green,red green,-,midrange,survival,Gruul (RG) Rancor Survival Aggressive Midrange 6.17.18.txt,2018-06-17,Vintage Unpowered
444,red green,green,red,midrange,superfriends  survival,Gruul (RG) Survival Superfriends Midrange.txt,2020-09-12,Vintage Unpowered
445,red green,green,red,ramp,-,Gruul (RG) Tooth and Nail Super Ramp [WOTC Vintage].txt,2020-03-20,WOTC Vintage
446,red blue,red blue,-,combo  midrange,twin,Izzet (UR) Aggressive Twin Combo Midrange 6.8.18.txt,2018-06-08,Vintage Unpowered
447,red blue,red,blue,aggro,-,Izzet (UR) Aggro [WOTC Vintage].txt,2020-07-03,WOTC Vintage
448,red blue,blue,red,control,wildfire  artifacts,Izzet (UR) Artifacts Matter Wildfire Control.txt,2020-03-20,Vintage Unpowered
449,red blue,red blue,-,combo,cheat,Izzet (UR) Cheaty Face Combo.txt,2019-08-18,Vintage Unpowered
450,red green blue,red blue,green,combo,cheat  upheaval,Izzet (UR) Cheaty Face Upheaval Combo [WOTC Vintage].txt,2019-09-03,WOTC Vintage
451,red blue,red blue,-,control,-,Izzet (UR) Control 5.19.18.txt,2018-05-19,Vintage Unpowered
452,red blue,red blue,-,control,-,Izzet (UR) Control [WOTC Vintage].txt,2019-02-10,WOTC Vintage
453,red blue,red blue,-,control,-,Izzet (UR) Control.txt,2020-07-03,Vintage Unpowered
454,red blue,red blue,-,aggro control,burn,Izzet (UR) Counter Burn Tempo.txt,2019-10-12,Vintage Unpowered
455,red blue,red blue,-,aggro,burn  counterburn,Izzet (UR) Counterburn Aggro.txt,2017-12-03,Vintage Unpowered
456,red blue,red,blue,aggro control,burn  counterburn,Izzet (UR) Counterburn Tempo  [WOTC Vintage].txt,2018-12-28,WOTC Vintage
457,red blue,red blue,-,aggro control,burn  counterburn,Izzet (UR) Counterburn Tempo 4.17.18.txt,2018-04-17,Vintage Unpowered
458,red blue black,red blue,black,aggro control,burn  counterburn,Izzet (UR) Counterburn Tempo [WOTC Vintage].txt,2019-04-12,WOTC Vintage
459,red blue,red blue,-,combo,twin,Izzet (UR) Kiki Combo.txt,2019-09-03,Vintage Unpowered
460,red blue,red blue,-,combo,twin,Izzet (UR) Kiki-Twin Combo 3.10.18.txt,2018-03-10,Vintage Unpowered
461,red blue,red blue,-,combo,twin,Izzet (UR) Kiki-Twin Combo [WOTC Vintage] copy.txt,2020-07-03,WOTC Vintage
462,red blue,red blue,-,combo,twin,Izzet (UR) Kiki-Twin Combo [WOTC Vintage].txt,2020-09-12,WOTC Vintage
463,red blue,red blue,-,combo,twin,Izzet (UR) Kiki-Twin Combo.txt,2020-04-25,Vintage Unpowered
464,green black,green black,-,combo,twin  wildfire,Izzet (UR) Kiki-Twin Wildfire Combo.txt,2020-01-12,Vintage Unpowered
465,red blue,red blue,-,midrange,-,Izzet (UR) Midrange 12.22.17.txt,2017-12-22,Vintage Unpowered
466,red blue,red blue,-,midrange,-,Izzet (UR) Midrange 12.5.17.txt,2017-12-05,Vintage Unpowered
467,red blue,red blue,-,midrange,-,Izzet (UR) Midrange [Pioneer].txt,2020-07-03,Pioneer
468,red blue black,red blue,black,combo,-,Izzet (UR) Sneak Attack Combo [WOTC Vintage].txt,2020-01-12,WOTC Vintage
469,red blue,red blue,-,combo,twin,Izzet (UR) Sneak Attack Kiki Combo [WOTC Vintage].txt,2019-10-12,WOTC Vintage
470,red blue,red blue,-,control,spellsmatter,Izzet (UR) Spells Matters Control.txt,2019-04-12,Vintage Unpowered
471,red blue,red blue,-,combo,storm  spellsmatter,Izzet (UR) Spells Matters Storm Combo [WOTC Vintage].txt,2019-09-03,WOTC Vintage
472,red blue,red blue,-,aggro control,spellsmatter,Izzet (UR) Spells Matters Tempo [Vintage],2021-01-31,Vintage Powered
473,red blue,blue,red,aggro control,spellsmatter,Izzet (UR) Spells Matters Tempo.txt,2020-07-03,Vintage Unpowered
474,red blue,red blue,-,combo,twin  spellsmatter,Izzet (UR) Spells Matters Twin Combo [WOTC Vintage].txt,2020-03-20,WOTC Vintage
475,red blue,red blue,-,combo,twin,Izzet (UR) Splinter Twin Combo [WOTC Vintage].txt,2020-07-03,WOTC Vintage
476,red blue,red blue,-,combo,storm,Izzet (UR) Storm Combo [WOTC Vintage].txt,2020-09-12,WOTC Vintage
477,red blue,red blue,-,aggro control,-,Izzet (UR) Tempo,2021-01-31,Vintage Unpowered
478,red blue,red blue,-,aggro control,-,Izzet (UR) Tempo [WOTC Vintage].txt,2019-07-02,WOTC Vintage
479,red blue,red blue,-,aggro control,-,Izzet (UR) Tempo.txt,2020-07-03,Vintage Unpowered
480,red blue,blue,red,control,artifacts,Izzet (UR) Tinker Control [WOTC Vintage].txt,2020-09-12,WOTC Vintage
481,red blue,red blue,-,ramp,wildfire  artifacts,Izzet (UR) Tinker Wildfire Artifact Ramp 5.26.18.txt,2018-05-26,Vintage Unpowered
482,red blue,blue,red,ramp,wildfire  artifacts,Izzet (UR) Tinker Wildfire Artifacts Matter Ramp.txt,2020-07-03,Vintage Unpowered
483,red blue,red blue,-,combo  midrange,twin,Izzet (UR) Twin Combo Midrange 8.31.18.txt,2018-08-31,Vintage Unpowered
484,red blue,red blue,-,combo,twin,Izzet (UR) Twin Combo [WOTC Vintage].txt,2020-09-12,WOTC Vintage
485,red blue,red blue,-,combo,twin,Izzet (UR) Twin Combo.txt,2020-01-12,Vintage Unpowered
486,red blue,red blue,-,combo,twin  wildfire,Izzet (UR) Twin Wildfire Combo [WOTC Vintage].txt,2019-07-02,WOTC Vintage
487,red blue,red blue,-,ramp,artifacts,Izzet (UR) Urza Artifact Ramp.txt,2019-09-03,Vintage Unpowered
488,red blue,red,blue,combo,twin,Izzet (UR) Welder Kiki Combo [WOTC Vintage].txt,2019-07-07,WOTC Vintage
489,red blue,red,blue,aggro,-,Izzet (UR)ed Aggro [WOTC Vintage].txt,2020-01-12,WOTC Vintage
490,red blue white,red blue,white,combo,twin,Jesaki (URW) Kiki Sneak Attack Nahiri Combo [WOTC Vintage].txt,2020-01-12,WOTC Vintage
491,red blue white,red white,blue,aggro,-,Jeskai (URW) Aggro 12.5.17 [WOTC Vintage].txt,2017-12-05,WOTC Vintage
492,red blue white,red white,blue,aggro,armageddon,Jeskai (URW) Armageddon Aggro 11.5.18.txt,2018-11-05,Vintage Unpowered
493,red blue white,blue white,red,control,balance,Jeskai (URW) Balance Control 4.4.18.txt,2018-04-04,Vintage Unpowered
494,red blue white,red blue white,-,control,balance,Jeskai (URW) Balance Control [WOTC Vintage].txt,2020-03-20,WOTC Vintage
495,red blue white,blue white,red,control,balance,Jeskai (URW) Balance Control.txt,2019-02-10,Vintage Unpowered
496,red blue white,blue white,red,control,-,Jeskai (URW) Control [WOTC Vintage].txt,2019-06-08,WOTC Vintage
497,red blue white,red blue white,-,control,-,Jeskai (URW) Control(1).txt,2020-01-12,Vintage Unpowered
498,red blue white,blue white,red,control,-,Jeskai (URW) Control.txt,2020-07-03,Vintage Unpowered
499,red blue white,red blue white,-,combo,twin,Jeskai (URW) Kiki Combo.txt,2020-03-20,Vintage Unpowered
500,red blue white,red blue,white,combo,twin,Jeskai (URW) Kiki-Twin Combo 12.17.17.txt,2017-12-17,Vintage Unpowered
501,red blue white,blue white,red,combo,twin,Jeskai (URW) Kiki-Twin Combo 7.27.18.txt,2018-07-27,Vintage Unpowered
502,red blue white,red blue,white,combo,twin,Jeskai (URW) Kiki-Twin Combo 9.23.18.txt,2018-09-23,Vintage Unpowered
503,red blue white,red blue,white,combo,twin,Jeskai (URW) Kiki-Twin Combo [WOTC Vintage].txt,2020-01-12,WOTC Vintage
504,red blue white,red,blue white,combo,twin,Jeskai (URW) Kiki-Twin Combo copy.txt,2020-04-25,Vintage Unpowered
505,red blue white,red white,blue,combo,twin,Jeskai (URW) Kiki-Twin Combo.txt,2020-07-03,Vintage Unpowered
506,red blue white,red blue,white,combo,twin  opposition  reveillark,Jeskai (URW) Kiki-Twin Reveillark Opposition Combo.txt,2018-08-28,Vintage Unpowered
507,red blue white,red blue,white,combo,twin  reveillark  pod,Jeskai (URW) Kiki-Twin Reveillark Pod Combo 9.22.18.txt,2018-09-22,Vintage Unpowered
508,red blue white,blue white,red,control,mentor,Jeskai (URW) Mentor Control.txt,2020-04-25,Vintage Unpowered
509,red blue white,blue white,red,midrange,-,Jeskai (URW) Midrange,2021-01-31,Vintage Unpowered
510,red blue white,white,red blue,midrange,-,Jeskai (URW) Midrange [WOTC Vintage].txt,2020-01-12,WOTC Vintage
511,red blue white,blue white,red,midrange,-,Jeskai (URW) Midrange copy,2021-01-31,Vintage Unpowered
512,red blue white,red blue white,-,midrange,-,Jeskai (URW) Midrange.txt,2017-12-03,Vintage Unpowered
513,red blue white,blue white,red,combo,-,Jeskai (URW) Sneak and Show Combo [WOTC Vintage].txt,2020-01-12,WOTC Vintage
514,red blue white,blue white,red,control,spellsmatter,Jeskai (URW) Spells Matters Control,2021-01-31,Vintage Unpowered
515,red blue white,red blue,white,control,spellsmatter,Jeskai (URW) Spells Matters Control 5.20.18.txt,2018-05-20,Vintage Unpowered
516,red blue white,red blue,white,control,spellsmatter,Jeskai (URW) Spells Matters Control [WOTC Vintage].txt,2020-09-12,WOTC Vintage
517,red blue white,red blue,white,midrange,spellsmatter,Jeskai (URW) Spells Matters Midrange [WOTC Vintage],2021-01-31,WOTC Vintage
518,red blue white,red blue,white,aggro control,spellsmatter,Jeskai (URW) Spells Matters Tempo 5.13.18.txt,2018-05-13,Vintage Unpowered
519,red blue white,blue white,red,control,balance,Jeskai (URW) Spels Matters Balance Control 12.25.17.txt,2017-12-25,Vintage Unpowered
520,red blue white,red blue white,-,midrange,stoneforge,Jeskai (URW) Stoneforge Midrange.txt,2019-10-12,Vintage Unpowered
521,red blue white,red blue,white,aggro control,stoneforge  spellsmatter,Jeskai (URW) Stoneforge Spells Matters Tempo.txt,2021-01-31,Vintage Unpowered
522,red blue white,blue white,red,midrange,superfriends,Jeskai (URW) Superfriends Midrange 7.4.18.txt,2018-07-04,Vintage Unpowered
523,red blue white,red white,blue,aggro control,-,Jeskai (URW) Tempo.txt,2018-12-13,Vintage Unpowered
524,red blue white,blue white,red,ramp,artifacts  upheaval,Jeskai (URW) Tinker Upheaval Ramp 4.12.18 [WOTC Vintage].txt,2018-04-12,WOTC Vintage
525,red blue white,NA,red blue white,ramp,wildfire  artifacts  upheaval,Jeskai (URW) Tinker Upheaval Wildfire Artifact Ramp [WOTC Vintage].txt,2019-05-28,WOTC Vintage
526,red blue white,blue white,red,control,twin  balance  upheaval,Jeskai (URW) Twin Balance Upheaval Control [WOTC Vintage].txt,2020-01-12,WOTC Vintage
527,red blue white,red blue,white,control,twin,Jeskai (URW) Twin Control 4.11.18 [WOTC Vintage].txt,2018-04-11,WOTC Vintage
528,red blue white,red blue,white,control,balance  upheaval,Jeskai (URW) Upheaval Balance Control [WOTC Vintage].txt,2019-09-15,WOTC Vintage
529,red blue white,red blue,white,midrange,wildfire,Jeskai (URW) Wildfire Midrange.txt,2017-12-03,Vintage Unpowered
530,red blue white,red blue white,-,ramp,wildfire  artifacts  balance,Jeskai (UWR) Balance Tinker Wildfire Ramp 8.4.18.txt,2018-08-04,Vintage Unpowered
531,red green black,green black,red,combo,cheat  oath,Jund (RBG) Eureka Cheaty Face Oath Combo 2.17.18.txt,2018-02-17,Vintage Unpowered
532,red green black,black,red green,combo,reanimator  oath,Jund (RBG) Reanimator Oath Sneak Attack Shenanigans Combo 12.16.17.txt,2017-12-16,Vintage Unpowered
533,red green black,green black,red,midrange,reanimator  naturalorder,Jund (RBG) Recurring Nightmare Natural Order Midrange 4.28.18.txt,2018-04-28,Vintage Unpowered
534,red green black,green black,red,midrange,survival,Jund (RBG) Survival Midrange 12.28.17.txt,2017-12-28,Vintage Unpowered
535,red green black,red black,green,midrange,skullclamp  tokens,Jund (RGB)  Yawgmoth Skullclamp Tokens Midrange.txt,2020-04-25,Vintage Unpowered
536,red green black,red black,green,aggro,-,Jund (RGB) Aggro.txt,2017-12-03,Vintage Unpowered
537,red green black,green black,red,midrange,-,Jund (RGB) Books Midrange [WOTC Vintage].dck.txt,2020-09-12,WOTC Vintage
538,red green black,red green black,-,midrange,superfriends,Jund (RGB) Chandra Tribal Superfriends Midrange.txt,2020-03-20,Vintage Unpowered
539,red green black,red green,black,combo,cheat  channel,Jund (RGB) Channel Cheaty Face Combo.txt,2018-12-19,Vintage Unpowered
540,red green black,red green,black,combo,oath  channel,Jund (RGB) Channel Oath Combo.txt,2019-07-02,Vintage Unpowered
541,red green black,green,red black,combo,cheat,Jund (RGB) Cheaty Face Combo 6.30.18.txt,2018-06-30,Vintage Unpowered
542,red green black,red,green black,combo,cheat,Jund (RGB) Cheaty Face Combo.txt,2019-08-18,Vintage Unpowered
543,red green black,green black,red,combo,reanimator  cheat  survival,Jund (RGB) Cheaty Face Reanimator Survival Combo [WOTC Vintage],2021-01-31,WOTC Vintage
544,red green black,red green,black,midrange,-,Jund (RGB) Goodstuff Midrange,2021-01-31,Vintage Unpowered
545,red green black,red green black,-,midrange,-,Jund (RGB) Goodstuff Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
546,red green black,red green black,-,midrange,-,Jund (RGB) Goodstuff Midrange copy,2021-01-31,Vintage Unpowered
547,red green black,red green black,-,midrange,-,Jund (RGB) Goodstuff Midrange copy 2,2021-01-31,Vintage Unpowered
548,red green black,red green black,-,midrange,-,Jund (RGB) Goodstuff Midrange copy.txt,2021-01-31,Vintage Unpowered
549,red green black,red green,black,midrange,-,Jund (RGB) Goodstuff Midrange.txt,2021-01-31,Vintage Unpowered
550,red green black,red black,green,midrange,-,Jund (RGB) Lands Matters Midrange [Vintage].txt,2020-09-12,Vintage Powered
551,red green black,red black,green,midrange,-,Jund (RGB) Midrange [WOTC Vintage].txt,2019-06-08,WOTC Vintage
552,red green black,green,red black,midrange,reanimator  naturalorder  survival,Jund (RGB) Natural Order Recurring Nightmare Survival Midrange.txt,2019-07-02,Vintage Unpowered
553,red green black,green,red black,midrange,naturalorder,Jund (RGB) Natural Order Sneak Attack Midrange.txt,2020-04-25,Vintage Unpowered
554,red green black,green black,red,midrange,reanimator,Jund (RGB) Recurring Nightmare Living Death Midrange 12.10.17.txt,2017-12-10,Vintage Unpowered
555,red green black,red black,green,midrange,reanimator,Jund (RGB) Recurring Nightmare Midrange 7.29.18.txt,2018-07-29,Vintage Unpowered
556,red green black,green black,red,midrange,reanimator,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.txt,2018-09-24,Vintage Unpowered
557,red green black white,green,red black white,midrange,survival,Jund (RGB) Recurring Survival Midrange.txt,2017-12-03,Vintage Unpowered
558,red green black,green black,red,midrange,skullclamp  survival,Jund (RGB) Skullclamp W6 Survival Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
559,red green black,red black,green,combo,oath,Jund (RGB) Sneak Attack Oath Combo [WOTC Vintage].txt,2020-09-12,WOTC Vintage
560,red green black,green black,red,combo,reanimator,Jund (RGB) Sneak Attack Reanimator Combo,2021-01-31,Vintage Unpowered
561,red green black,green black,red,midrange,-,Jund (RGB) Survial Midrange.txt,2019-06-08,Vintage Unpowered
562,red green black,red green black,-,midrange,-,Jund (RGB) W6 Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
563,red green black,red green,black,midrange,wildfire,Jund (RGB) Wildfire Midrange 5.25.18.txt,2018-05-25,Vintage Unpowered
564,red green black,red green black,-,midrange,-,Jund (RGB) Wrenn and Six Golos Fastbond Midrange [WOTC Vintage].txt,2020-04-25,WOTC Vintage
565,red green black,green black,red,midrange,-,Jund (RGB) Yawgmoth Goodstuff Midrange [WOTC Vintage].txt,2020-01-12,WOTC Vintage
566,red green black,red green black,-,midrange,skullclamp,Jund (RGB) Yawgmoth Skullclamp Midrange.txt,2019-08-18,Vintage Unpowered
567,red green black,red green black,-,midrange,superfriends,Jund (RGB) Yawgmoth Superfriends Midrange.txt,2020-01-12,Vintage Unpowered
568,red black white,red white,black,aggro,-,Mardu (RBGW) Lurrus Aggro,2021-01-31,Vintage Unpowered
569,red black white,white,red black,aggro,-,Mardu (RBW) Aggro [WOTC Legacy].txt,2020-07-03,WOTC Legacy
570,red black white,red black,white,aggro,-,Mardu (RBW) Aggro [WOTC Vintage].txt,2019-10-12,WOTC Vintage
571,red black white,red white,black,aggro,-,Mardu (RBW) Aggro.txt,2020-07-03,Vintage Unpowered
572,red black white,red white,black,aggro,armageddon,Mardu (RBW) Armageddon Aggro 2.8.18.txt,2018-02-08,Vintage Unpowered
573,red black white,red black white,-,aggro,armageddon,Mardu (RBW) Armageddon Aggro.txt,2017-12-03,Vintage Unpowered
574,red black white,red white,black,midrange,-,Mardu (RBW) Midrange [Vintage].txt,2020-07-03,Vintage Powered
575,red black white,red white,black,control,moat  superfriends,Mardu (RBW) Moat Superfriends Control [WOTC Vintage].txt,2020-09-12,WOTC Vintage
576,red black white,red black,white,combo,twin  reanimator,Mardu (RBW) Recurring Nightmare Kiki Combo [WOTC Vintage].txt,2020-03-20,WOTC Vintage
577,red black white,red black white,-,midrange,skullclamp,Mardu (RBW) Skullclamp Midrange,2021-01-31,Vintage Unpowered
578,red black white,white,red black,aggro,stoneforge,Mardu (RBW) Stoneforge Aggro.txt,2019-10-12,Vintage Unpowered
579,red black white,black white,red,midrange,stoneforge  moat,Mardu (RBW) Stoneforge Moat Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
580,red black white,red black,white,midrange,tokens,Mardu (RBW) Tokens Midrange.txt,2019-10-12,Vintage Unpowered
581,red blue black white,red white,blue black,ramp,wildfire  superfriends,Mardu (RBW) Wildfire Superfriends Ramp 1.21.18.txt,2018-01-21,Vintage Unpowered
582,black,black,-,aggro,-,Mono Black Aggro,2021-01-31,Vintage Unpowered
583,black,black,-,aggro,-,Mono Black Aggro 8.20.18.txt,2018-08-20,Vintage Unpowered
584,black,black,-,aggro,-,Mono Black Aggro.txt,2020-07-03,Vintage Unpowered
585,black,black,-,aggro,stax,Mono Black Braids Aggro.txt,2020-07-03,Vintage Unpowered
586,black,black,-,midrange,-,Mono Black Devotion Midrange [WOTC Vintage].txt,2019-09-03,WOTC Vintage
587,black,black,-,midrange,-,Mono Black Midrange.txt,2020-07-03,Vintage Unpowered
588,black,black,-,aggro,pox,Mono Black Pox Aggro 3.17.18.txt,2018-03-17,Vintage Unpowered
589,red,red,-,combo,reanimator,Mono Black Reanimator Combo copy.txt,2020-01-12,Vintage Unpowered
590,green black,black,green,combo,reanimator,Mono Black Reanimator Combo.txt,2020-01-12,Vintage Unpowered
591,black,black,-,aggro,skullclamp,Mono Black Skullclamp Aggro.txt,2020-07-03,Vintage Unpowered
592,black,black,-,aggro,-,Mono Black Zombie Aggro.txt,2020-01-12,Vintage Unpowered
593,blue,blue,-,ramp,artifacts,Mono Blue Tinker Ramp 12.18.17 [WOTC Vintage].txt,2017-12-18,WOTC Vintage
594,green,green,-,ramp,channel,Mono Green Channel Ramp [WOTC Vintage].txt,2020-04-25,WOTC Vintage
595,green,green,-,ramp,channel,Mono Green Channel Tooth and Nail Super Ramp.txt,2019-01-01,Vintage Unpowered
596,green,green,-,ramp,naturalorder,Mono Green Natural Order Ramp,2021-01-31,Vintage Unpowered
597,green,green,-,ramp,naturalorder,Mono Green Natural Order Ramp [WOTC Vintage],2021-01-31,WOTC Vintage
598,green,green,-,ramp,naturalorder,Mono Green Natural Order Tooth and Nail Super Ramp 12.30.17.txt,2017-12-30,Vintage Unpowered
599,green,green,-,ramp,-,Mono Green Ramp.txt,2020-04-25,Vintage Unpowered
600,green,green,-,ramp,-,Mono Green Rofellos Ramp [WOTC Vintage].txt,2020-04-25,WOTC Vintage
601,green,green,-,ramp,-,Mono Green Rofellos Tooth and Nail Ramp [WOTC Vintage].txt,2020-01-12,WOTC Vintage
602,green,green,-,ramp,skullclamp  naturalorder,Mono Green Skullclamp Natural Order Ramp.txt,2020-04-25,Vintage Unpowered
603,green,green,-,ramp,survival,Mono Green Survival Ramp [WOTC Vintage].txt,2020-09-12,WOTC Vintage
604,green,green,-,ramp,-,Mono Green Tooth and Nail Ramp [WOTC Vintage].txt,2019-01-01,WOTC Vintage
605,red,red,-,aggro,-,Mono R Aggro 3.28.18.txt,2018-03-28,Vintage Unpowered
606,red,red,-,midrange,monored,Mono Red Aggressive Midrange [WOTC Vintage],2021-01-31,WOTC Vintage
607,red,red,-,midrange,monored,Mono Red Aggressive Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
608,red,red,-,aggro,monored,Mono Red Aggro,2021-01-31,Vintage Unpowered
609,red,red,-,aggro,monored,Mono Red Aggro 11.12.18.txt,2018-11-12,Vintage Unpowered
610,red,red,-,aggro,monored,Mono Red Aggro 12.14.17 [WOTC Vintage].txt,2017-12-14,WOTC Vintage
611,red,red,-,aggro,monored,Mono Red Aggro 2 8.14.18.txt,2018-08-15,Vintage Unpowered
612,red,red,-,aggro,monored,Mono Red Aggro 3.3.18.txt,2018-03-31,Vintage Unpowered
613,red,red,-,aggro,monored,Mono Red Aggro 7.15.18.txt,2018-07-15,Vintage Unpowered
614,red,red,-,aggro,monored,Mono Red Aggro 7.29.18.txt,2018-07-29,Vintage Unpowered
615,red,red,-,aggro,monored,Mono Red Aggro 8.15.18.txt,2018-08-15,Vintage Unpowered
616,red,red,-,aggro,monored,Mono Red Aggro 9.16.18 [WOTC Vintage].txt,2018-09-16,WOTC Vintage
617,red,red,-,aggro,burn  monored,Mono Red Aggro Burn [WOTC Vintage].txt,2018-12-16,WOTC Vintage
618,red white,red,white,aggro,monored,Mono Red Aggro [WOTC Vintage] copy 2.txt,2020-07-03,WOTC Vintage
619,red,red,-,aggro,monored,Mono Red Aggro [WOTC Vintage] copy 3.txt,2020-07-03,WOTC Vintage
620,red,red,-,aggro,monored,Mono Red Aggro [WOTC Vintage] copy 4.txt,2020-07-03,WOTC Vintage
621,red white,red,white,aggro,monored,Mono Red Aggro [WOTC Vintage] copy.txt,2020-07-03,WOTC Vintage
622,red white,red white,-,aggro,monored,Mono Red Aggro [WOTC Vintage].txt,2020-07-03,WOTC Vintage
623,red,red,-,aggro,monored,Mono Red Aggro copy,2021-01-31,Vintage Unpowered
624,red,red,-,aggro,monored,Mono Red Aggro copy 2 [WOTC Vintage].txt,2020-01-12,WOTC Vintage
625,red,red,-,aggro,monored,Mono Red Aggro copy 2.dck,2021-01-31,Vintage Unpowered
626,red,red,-,aggro,monored,Mono Red Aggro copy 2.txt,2020-03-20,Vintage Unpowered
627,red,red,-,aggro,monored,Mono Red Aggro copy 3.txt,2020-03-20,Vintage Unpowered
628,red,red,-,aggro,monored,Mono Red Aggro copy 4.txt,2020-01-12,Vintage Unpowered
629,red,red,-,aggro,monored,Mono Red Aggro copy [WOTC Vintage].txt,2020-01-12,WOTC Vintage
630,red,red,-,aggro,monored,Mono Red Aggro copy.txt,2020-03-20,Vintage Unpowered
631,red,red,-,aggro,monored,Mono Red Aggro.txt,2020-09-12,Vintage Unpowered
632,red,red,-,aggro,twin  monored,Mono Red Kiki Aggro.txt,2020-07-03,Vintage Unpowered
633,red,red,-,combo,twin  monored,Mono Red Kiki-Twin Combo 10.7.18.txt,2018-10-07,Vintage Unpowered
634,red,red,-,midrange,monored,Mono Red Midrange 10.14.18.txt,2018-10-14,Vintage Unpowered
635,red,red,-,midrange,monored,Mono Red Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
636,white,white,-,midrange,monowhite,Mono White Aggressive Midrange 8.23.18 [WOTC Vintage].txt,2018-08-23,WOTC Vintage
637,white,white,-,aggro,monowhite,Mono White Aggro,2021-01-31,Vintage Unpowered
638,white,white,-,aggro,monowhite,Mono White Aggro (1) (2).txt,2020-09-12,Vintage Unpowered
639,white,white,-,aggro,monowhite,Mono White Aggro (1).txt,2020-09-12,Vintage Unpowered
640,white,white,-,aggro,monowhite,Mono White Aggro 2.11.18.txt,2018-02-11,Vintage Unpowered
641,white,white,-,aggro,monowhite,Mono White Aggro 4.1.18.txt,2018-04-01,Vintage Unpowered
642,white,white,-,aggro,monowhite,Mono White Aggro 6.5.18.txt,2018-06-05,Vintage Unpowered
643,white,white,-,aggro,monowhite,Mono White Aggro 8.28.18.txt,2018-08-28,Vintage Unpowered
644,white,white,-,aggro,monowhite,Mono White Aggro [Vintage].txt,2020-07-03,Vintage Powered
645,white,white,-,aggro,monowhite,Mono White Aggro [WOTC Vintage].txt,2019-07-07,WOTC Vintage
646,white,white,-,aggro,monowhite,Mono White Aggro copy,2021-01-31,Vintage Unpowered
647,white,white,-,aggro,monowhite,Mono White Aggro copy 2,2021-01-31,Vintage Unpowered
648,white,white,-,aggro,monowhite,Mono White Aggro.txt,2020-09-12,Vintage Unpowered
649,white,white,-,aggro,armageddon  monowhite,Mono White Armageddon Aggro [Vintage].txt,2020-07-03,Vintage Powered
650,white,white,-,aggro,armageddon  monowhite,Mono White Armageddon Aggro [WOTC Vintage].txt,2020-04-25,WOTC Vintage
651,white,white,-,aggro,armageddon  monowhite,Mono White Armageddon Aggro copy [WOTC Vintage].txt,2020-04-25,WOTC Vintage
652,white,white,-,aggro,armageddon  monowhite,Mono White Armageddon Aggro.txt,2020-09-12,Vintage Unpowered
653,white,white,-,control,monowhite  balance,Mono White Balance Control.txt,2020-04-25,Vintage Unpowered
654,white,white,-,midrange,monowhite,Mono White Midrange [WOTC Vintage].txt,2020-01-12,WOTC Vintage
655,white,white,-,aggro,skullclamp  monowhite,Mono White Skullclamp Aggro.txt,2020-03-20,Vintage Unpowered
656,white,white,-,aggro,stoneforge  monowhite,Mono White Stoneforge Aggro 10.6.18.txt,2018-10-06,Vintage Unpowered
657,white,white,-,aggro,stoneforge  monowhite,Mono White Stoneforge Aggro [WOTC Vintage].txt,2019-08-18,WOTC Vintage
658,white,white,-,aggro,stoneforge  monowhite,Mono White Stoneforge Aggro.txt,2020-01-12,Vintage Unpowered
659,white,white,-,midrange,stoneforge  monowhite,Mono White Stoneforge Midrange,2021-01-31,Vintage Unpowered
660,red green white,red white,green,aggro,-,Naya (RGW) Aggro,2021-01-31,Vintage Unpowered
661,red green white,red,green white,aggro,-,Naya (RGW) Aggro [WOTC Vintage].txt,2019-05-26,WOTC Vintage
