"","deckID","number","name","location","deckName","color","cmc","manaCost","power","toughness","text","types","subtypes","colors","baseColors","splashes","powered","sphere","archetype"
"6836",194,1,"Elspeth, Knight-Errant","MB","Jeskai (URW) Aggro 12.5.17.txt","White",4,"{2}{W}{W}",NA,NA,"+1: Create a 1/1 white Soldier creature token.
+1: Target creature gets +3/+3 and gains flying until end of turn.
−8: You get an emblem with ""Artifacts, creatures, enchantments, and lands you control have indestructible.""","Planeswalker","Elspeth","red blue white","red white","blue",TRUE,"aggro","-"
"6837",194,1,"Chandra, Torch of Defiance","MB","Jeskai (URW) Aggro 12.5.17.txt","Red",4,"{2}{R}{R}",NA,NA,"+1: Exile the top card of your library. You may cast that card. If you don't, Chandra, Torch of Defiance deals 2 damage to each opponent.
+1: Add {R}{R}.
−3: Chandra, Torch of Defiance deals 4 damage to target creature.
−7: You get an emblem with ""Whenever you cast a spell, this emblem deals 5 damage to any target.""","Planeswalker","Chandra","red blue white","red white","blue",TRUE,"aggro","-"
"6838",194,1,"Siege-Gang Commander","MB","Jeskai (URW) Aggro 12.5.17.txt","Red",5,"{3}{R}{R}","2","2","When Siege-Gang Commander enters the battlefield, create three 1/1 red Goblin creature tokens.
{1}{R}, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to any target.","Creature","Goblin","red blue white","red white","blue",TRUE,"aggro","-"
"6839",194,1,"Archangel of Thune","MB","Jeskai (URW) Aggro 12.5.17.txt","White",5,"{3}{W}{W}","3","4","Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever you gain life, put a +1/+1 counter on each creature you control.","Creature","Angel","red blue white","red white","blue",TRUE,"aggro","-"
"6840",195,1,"Wasteland","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.","Land",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6841",195,1,"Umezawa's Jitte","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",2,"{2}",NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}","Artifact","Equipment","red blue white","red white","blue",FALSE,"aggro","-"
"6842",195,1,"Goblin Rabblemaster","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",3,"{2}{R}","2","2","Other Goblin creatures you control attack each combat if able.
At the beginning of combat on your turn, create a 1/1 red Goblin creature token with haste.
Whenever Goblin Rabblemaster attacks, it gets +1/+0 until end of turn for each other attacking Goblin.","Creature","Goblin Warrior","red blue white","red white","blue",FALSE,"aggro","-"
"6843",195,1,"Firebolt","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",1,"{R}",NA,NA,"Firebolt deals 2 damage to any target.
Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","Sorcery",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6844",195,1,"Tundra","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {W} or {U}.)","Land","Plains Island","red blue white","red white","blue",FALSE,"aggro","-"
"6845",195,1,"Sulfuric Vortex","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",3,"{1}{R}{R}",NA,NA,"At the beginning of each player's upkeep, Sulfuric Vortex deals 2 damage to that player.
If a player would gain life, that player gains no life instead.","Enchantment",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6846",195,1,"Strip Mine","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Strip Mine: Destroy target land.","Land",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6847",195,1,"Goblin Guide","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",1,"{R}","2","2","Haste
Whenever Goblin Guide attacks, defending player reveals the top card of their library. If it's a land card, that player puts it into their hand.","Creature","Goblin Scout","red blue white","red white","blue",FALSE,"aggro","-"
"6848",195,1,"Dismember","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",3,"{1}{B/P}{B/P}",NA,NA,"({B/P} can be paid with either {B} or 2 life.)
Target creature gets -5/-5 until end of turn.","Instant",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6849",195,1,"Boros Charm","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White Red",2,"{R}{W}",NA,NA,"Choose one —
• Boros Charm deals 4 damage to target player or planeswalker.
• Permanents you control gain indestructible until end of turn.
• Target creature gains double strike until end of turn.","Instant",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6850",195,1,"Stoneforge Mystic","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",2,"{1}{W}","1","2","When Stoneforge Mystic enters the battlefield, you may search your library for an Equipment card, reveal it, put it into your hand, then shuffle your library.
{1}{W}, {T}: You may put an Equipment card from your hand onto the battlefield.","Creature","Kor Artificer","red blue white","red white","blue",FALSE,"aggro","-"
"6851",195,1,"Hazoret the Fervent","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",4,"{3}{R}","5","4","Indestructible, haste
Hazoret the Fervent can't attack or block unless you have one or fewer cards in hand.
{2}{R}, Discard a card: Hazoret deals 2 damage to each opponent.","Creature","God","red blue white","red white","blue",FALSE,"aggro","-"
"6852",195,1,"Tajic, Legion's Edge","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White Red",3,"{1}{R}{W}","3","2","Haste
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Prevent all noncombat damage that would be dealt to other creatures you control.
{R}{W}: Tajic, Legion's Edge gains first strike until end of turn.","Creature","Human Soldier","red blue white","red white","blue",FALSE,"aggro","-"
"6853",195,1,"Horizon Canopy","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life: Add {G} or {W}.
{1}, {T}, Sacrifice Horizon Canopy: Draw a card.","Land",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6854",195,1,"Earthshaker Khenra","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",2,"{1}{R}","2","1","Haste
When Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.
Eternalize {4}{R}{R} ({4}{R}{R}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Jackal Warrior with no mana cost. Eternalize only as a sorcery.)","Creature","Jackal Warrior","red blue white","red white","blue",FALSE,"aggro","-"
"6855",195,1,"Mother of Runes","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",1,"{W}","1","1","{T}: Target creature you control gains protection from the color of your choice until end of turn.","Creature","Human Cleric","red blue white","red white","blue",FALSE,"aggro","-"
"6856",195,1,"Ravages of War","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",4,"{3}{W}",NA,NA,"Destroy all lands.","Sorcery",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6857",195,1,"Aurelia, Exemplar of Justice","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White Red",4,"{2}{R}{W}","2","5","Flying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, choose up to one target creature you control. Until end of turn, that creature gets +2/+0, gains trample if it's red, and gains vigilance if it's white.","Creature","Angel","red blue white","red white","blue",FALSE,"aggro","-"
"6858",195,1,"Imposing Sovereign","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",2,"{1}{W}","2","1","Creatures your opponents control enter the battlefield tapped.","Creature","Human","red blue white","red white","blue",FALSE,"aggro","-"
"6859",195,1,"Dauntless Bodyguard","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",1,"{W}","2","1","As Dauntless Bodyguard enters the battlefield, choose another creature you control.
Sacrifice Dauntless Bodyguard: The chosen creature gains indestructible until end of turn.","Creature","Human Knight","red blue white","red white","blue",FALSE,"aggro","-"
"6860",195,1,"Armageddon","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",4,"{3}{W}",NA,NA,"Destroy all lands.","Sorcery",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6861",195,1,"Monastery Swiftspear","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",1,"{R}","1","2","Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","Creature","Human Monk","red blue white","red white","blue",FALSE,"aggro","-"
"6862",195,1,"Skullclamp","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",1,"{1}",NA,NA,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}","Artifact","Equipment","red blue white","red white","blue",FALSE,"aggro","-"
"6863",195,1,"Hallowed Fountain","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.","Land","Plains Island","red blue white","red white","blue",FALSE,"aggro","-"
"6864",195,1,"Flooded Strand","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle your library.","Land",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6865",195,1,"Plateau","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"({T}: Add {R} or {W}.)","Land","Mountain Plains","red blue white","red white","blue",FALSE,"aggro","-"
"6866",195,1,"Marsh Flats","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Marsh Flats: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle your library.","Land",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6867",195,1,"Accorder Paladin","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",2,"{1}{W}","3","1","Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)","Creature","Human Knight","red blue white","red white","blue",FALSE,"aggro","-"
"6868",195,1,"Crucible of Worlds","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",3,"{3}",NA,NA,"You may play land cards from your graveyard.","Artifact",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6869",195,1,"Kytheon, Hero of Akros","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",1,"{W}","2","1","At end of combat, if Kytheon, Hero of Akros and at least two other creatures attacked this combat, exile Kytheon, then return him to the battlefield transformed under his owner's control.
{2}{W}: Kytheon gains indestructible until end of turn.","Creature","Human Soldier","red blue white","red white","blue",FALSE,"aggro","-"
"6870",195,1,"Geist of Saint Traft","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White Blue",3,"{1}{W}{U}","2","2","Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.","Creature","Spirit Cleric","red blue white","red white","blue",FALSE,"aggro","-"
"6871",195,1,"Thalia, Guardian of Thraben","MB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",2,"{1}{W}","2","1","First strike
Noncreature spells cost {1} more to cast.","Creature","Human Soldier","red blue white","red white","blue",FALSE,"aggro","-"
"6872",195,1,"Goblin Bombardment","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",2,"{1}{R}",NA,NA,"Sacrifice a creature: Goblin Bombardment deals 1 damage to any target.","Enchantment",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6873",195,1,"Drana, Liberator of Malakir","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Black",3,"{1}{B}{B}","2","3","Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.","Creature","Vampire Ally","red blue white","red white","blue",FALSE,"aggro","-"
"6874",195,1,"Land Tax","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",1,"{W}",NA,NA,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle your library.","Enchantment",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6875",195,1,"Blade Splicer","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","White",3,"{2}{W}","1","1","When Blade Splicer enters the battlefield, create a 3/3 colorless Golem artifact creature token.
Golem creatures you control have first strike.","Creature","Human Artificer","red blue white","red white","blue",FALSE,"aggro","-"
"6876",195,1,"Magma Jet","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",2,"{1}{R}",NA,NA,"Magma Jet deals 2 damage to any target. Scry 2.","Instant",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6877",195,1,"Huntmaster of the Fells","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red Green",4,"{2}{R}{G}","2","2","Whenever this creature enters the battlefield or transforms into Huntmaster of the Fells, create a 2/2 green Wolf creature token and you gain 2 life.
At the beginning of each upkeep, if no spells were cast last turn, transform Huntmaster of the Fells.","Creature","Human Werewolf","red blue white","red white","blue",FALSE,"aggro","-"
"6878",195,1,"Thragtusk","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Green",5,"{4}{G}","5","3","When Thragtusk enters the battlefield, you gain 5 life.
When Thragtusk leaves the battlefield, create a 3/3 green Beast creature token.","Creature","Beast","red blue white","red white","blue",FALSE,"aggro","-"
"6879",195,1,"Looter il-Kor","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Blue",2,"{1}{U}","1","1","Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Looter il-Kor deals damage to an opponent, draw a card, then discard a card.","Creature","Kor Rogue","red blue white","red white","blue",FALSE,"aggro","-"
"6880",195,1,"Flames of the Firebrand","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",3,"{2}{R}",NA,NA,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three targets.","Sorcery",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6881",195,1,"Falkenrath Gorger","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red",1,"{R}","2","1","Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","Creature","Vampire Berserker","red blue white","red white","blue",FALSE,"aggro","-"
"6882",195,1,"Phantasmal Image","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Blue",2,"{1}{U}","0","0","You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""","Creature","Illusion","red blue white","red white","blue",FALSE,"aggro","-"
"6883",195,1,"Bloodbraid Elf","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Red Green",4,"{2}{R}{G}","3","2","Haste
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)","Creature","Elf Berserker","red blue white","red white","blue",FALSE,"aggro","-"
"6884",195,1,"Boros Signet","SB","Jeskai (URW) Armageddon Aggro 11.5.18.dck","Colorless",2,"{2}",NA,NA,"{1}, {T}: Add {R}{W}.","Artifact",NA,"red blue white","red white","blue",FALSE,"aggro","-"
"6885",196,1,"Ancient Tomb","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"{T}: Add {C}{C}. Ancient Tomb deals 2 damage to you.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6886",196,1,"Tendo Ice Bridge","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"Tendo Ice Bridge enters the battlefield with a charge counter on it.
{T}: Add {C}.
{T}, Remove a charge counter from Tendo Ice Bridge: Add one mana of any color.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6887",196,1,"Evolving Wilds","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6888",196,1,"Polluted Delta","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle your library.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6889",196,1,"Marsh Flats","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Marsh Flats: Search your library for a Plains or Swamp card, put it onto the battlefield, then shuffle your library.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6890",196,1,"Irrigated Farmland","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"({T}: Add {W} or {U}.)
Irrigated Farmland enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)","Land","Plains Island","red blue white","blue white","red",FALSE,"control","-"
"6891",196,1,"Hallowed Fountain","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.","Land","Plains Island","red blue white","blue white","red",FALSE,"control","-"
"6892",196,1,"Needle Spires","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",0,NA,NA,NA,"Needle Spires enters the battlefield tapped.
{T}: Add {R} or {W}.
{2}{R}{W}: Needle Spires becomes a 2/1 red and white Elemental creature with double strike until end of turn. It's still a land.","Land",NA,"red blue white","blue white","red",FALSE,"control","-"
"6893",196,1,"Swords to Plowshares","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",1,"{W}",NA,NA,"Exile target creature. Its controller gains life equal to its power.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6894",196,1,"Path to Exile","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",1,"{W}",NA,NA,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle their library.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6895",196,1,"Condescend","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",1,"{X}{U}",NA,NA,"Counter target spell unless its controller pays {X}. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6896",196,1,"Rolling Earthquake","MB","Jeskai (URW) Balance Control 4.4.18.txt","Red",1,"{X}{R}",NA,NA,"Rolling Earthquake deals X damage to each creature without horsemanship and each player.","Sorcery",NA,"red blue white","blue white","red",FALSE,"control","-"
"6897",196,1,"Talisman of Progress","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",2,"{2}",NA,NA,"{T}: Add {C}.
{T}: Add {W} or {U}. Talisman of Progress deals 1 damage to you.","Artifact",NA,"red blue white","blue white","red",FALSE,"control","-"
"6898",196,1,"Balance","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",2,"{1}{W}",NA,NA,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.","Sorcery",NA,"red blue white","blue white","red",FALSE,"control","-"
"6899",196,1,"Counterspell","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",2,"{U}{U}",NA,NA,"Counter target spell.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6900",196,1,"Mana Leak","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",2,"{1}{U}",NA,NA,"Counter target spell unless its controller pays {3}.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6901",196,1,"Memory Lapse","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",2,"{1}{U}",NA,NA,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6902",196,1,"Umezawa's Jitte","MB","Jeskai (URW) Balance Control 4.4.18.txt","Colorless",2,"{2}",NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}","Artifact","Equipment","red blue white","blue white","red",FALSE,"control","-"
"6903",196,1,"Abrade","MB","Jeskai (URW) Balance Control 4.4.18.txt","Red",2,"{1}{R}",NA,NA,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6904",196,1,"True-Name Nemesis","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",3,"{1}{U}{U}","3","1","As True-Name Nemesis enters the battlefield, choose a player.
True-Name Nemesis has protection from the chosen player. (This creature can't be blocked, targeted, dealt damage, or enchanted by anything controlled by that player.)","Creature","Merfolk Rogue","red blue white","blue white","red",FALSE,"control","-"
"6905",196,1,"Dack Fayden","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue Red",3,"{1}{U}{R}",NA,NA,"+1: Target player draws two cards, then discards two cards.
−2: Gain control of target artifact.
−6: You get an emblem with ""Whenever you cast a spell that targets one or more permanents, gain control of those permanents.""","Planeswalker","Dack","red blue white","blue white","red",FALSE,"control","-"
"6906",196,1,"Reflector Mage","MB","Jeskai (URW) Balance Control 4.4.18.txt","White Blue",3,"{1}{W}{U}","2","3","When Reflector Mage enters the battlefield, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn.","Creature","Human Wizard","red blue white","blue white","red",FALSE,"control","-"
"6907",196,1,"Geist of Saint Traft","MB","Jeskai (URW) Balance Control 4.4.18.txt","White Blue",3,"{1}{W}{U}","2","2","Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.","Creature","Spirit Cleric","red blue white","blue white","red",FALSE,"control","-"
"6908",196,1,"Control Magic","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",4,"{2}{U}{U}",NA,NA,"Enchant creature
You control enchanted creature.","Enchantment","Aura","red blue white","blue white","red",FALSE,"control","-"
"6909",196,1,"Fact or Fiction","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",4,"{3}{U}",NA,NA,"Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6910",196,1,"Glen Elendra Archmage","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",4,"{3}{U}","2","2","Flying
{U}, Sacrifice Glen Elendra Archmage: Counter target noncreature spell.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)","Creature","Faerie Wizard","red blue white","blue white","red",FALSE,"control","-"
"6911",196,1,"Ral Zarek","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue Red",4,"{2}{U}{R}",NA,NA,"+1: Tap target permanent, then untap another target permanent.
−2: Ral Zarek deals 3 damage to any target.
−7: Flip five coins. Take an extra turn after this one for each coin that comes up heads.","Planeswalker","Ral","red blue white","blue white","red",FALSE,"control","-"
"6912",196,1,"Day of Judgment","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",4,"{2}{W}{W}",NA,NA,"Destroy all creatures.","Sorcery",NA,"red blue white","blue white","red",FALSE,"control","-"
"6913",196,1,"Mystic Confluence","MB","Jeskai (URW) Balance Control 4.4.18.txt","Blue",5,"{3}{U}{U}",NA,NA,"Choose three. You may choose the same mode more than once.
• Counter target spell unless its controller pays {3}.
• Return target creature to its owner's hand.
• Draw a card.","Instant",NA,"red blue white","blue white","red",FALSE,"control","-"
"6914",196,1,"Archangel Avacyn","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",5,"{3}{W}{W}","4","4","Flash
Flying, vigilance
When Archangel Avacyn enters the battlefield, creatures you control gain indestructible until end of turn.
When a non-Angel creature you control dies, transform Archangel Avacyn at the beginning of the next upkeep.","Creature","Angel","red blue white","blue white","red",FALSE,"control","-"
"6915",196,1,"Gideon Jura","MB","Jeskai (URW) Balance Control 4.4.18.txt","White",5,"{3}{W}{W}",NA,NA,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
−2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.","Planeswalker","Gideon","red blue white","blue white","red",FALSE,"control","-"
"6916",197,1,"Arid Mesa","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Arid Mesa: Search your library for a Mountain or Plains card, put it onto the battlefield, then shuffle your library.","Land",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6917",197,1,"Grand Coliseum","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,NA,NA,NA,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Grand Coliseum deals 1 damage to you.","Land",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6918",197,1,"Mana Confluence","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.","Land",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6919",197,1,"Sacred Foundry","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,NA,NA,NA,"({T}: Add {R} or {W}.)
As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.","Land","Mountain Plains","red blue white","red blue","white",FALSE,"combo","twin"
"6920",197,1,"Wandering Fumarole","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,NA,NA,NA,"Wandering Fumarole enters the battlefield tapped.
{T}: Add {U} or {R}.
{2}{U}{R}: Until end of turn, Wandering Fumarole becomes a 1/4 blue and red Elemental creature with ""{0}: Switch this creature's power and toughness until end of turn."" It's still a land.","Land",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6921",197,1,"Chrome Mox","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Colorless",0,"{0}",NA,NA,"Imprint — When Chrome Mox enters the battlefield, you may exile a nonartifact, nonland card from your hand.
{T}: Add one mana of any of the exiled card's colors.","Artifact",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6922",197,1,"Ponder","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Blue",1,"{U}",NA,NA,"Look at the top three cards of your library, then put them back in any order. You may shuffle your library.
Draw a card.","Sorcery",NA,"red blue white","red blue","white",FALSE,"combo","twin"
"6923",197,1,"Ancestral Vision","MB","Jeskai (URW) Kiki-Twin Combo 12.17.17.txt","Blue",0,NA,NA,NA,"Suspend 4—{U} (Rather than cast this card from your hand, pay {U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
Target player draws three cards.","Sorcery",NA,"red blue white","red blue","white",FALSE,"combo","twin"
