deckID,number,name,location,deckName,color,cmc,manaCost,power,toughness,text,types,subtypes
217,1,Dragonlord Atarka,MB,Jund (RGB) Recurring Nightmare Living Death Midrange 12.10.17.txt,Red Green,7,{5}{R}{G},8,8,"Flying, trample
When Dragonlord Atarka enters the battlefield, it deals 5 damage divided as you choose among any number of target creatures and/or planeswalkers your opponents control.",Creature,Elder Dragon
217,1,Griselbrand,MB,Jund (RGB) Recurring Nightmare Living Death Midrange 12.10.17.txt,Black,8,{4}{B}{B}{B}{B},7,7,"Flying, lifelink
Pay 7 life: Draw seven cards.",Creature,Demon
218,1,Vampiric Tutor,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,1,{B},NA,NA,"Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.",Instant,NA
218,1,"Liliana, Heretical Healer",MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,3,{1}{B}{B},2,3,"Lifelink
Whenever another nontoken creature you control dies, exile Liliana, Heretical Healer, then return her to the battlefield transformed under her owner's control. If you do, create a 2/2 black Zombie creature token.",Creature,Human Cleric
218,1,Siege-Gang Commander,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,5,{3}{R}{R},2,2,"When Siege-Gang Commander enters the battlefield, create three 1/1 red Goblin creature tokens.
{1}{R}, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to any target.",Creature,Goblin
218,1,Inquisition of Kozilek,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it with converted mana cost 3 or less. That player discards that card.,Sorcery,NA
218,1,Reclamation Sage,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Green,3,{2}{G},2,1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",Creature,Elf Shaman
218,1,Wooded Foothills,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
218,1,Verdant Catacombs,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
218,1,Heir of Falkenrath,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,2,{1}{B},2,1,Discard a card: Transform Heir of Falkenrath. Activate this ability only once each turn.,Creature,Vampire
218,1,Stomping Ground,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, Stomping Ground enters the battlefield tapped.",Land,Mountain Forest
218,1,Diabolic Edict,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,2,{1}{B},NA,NA,Target player sacrifices a creature.,Instant,NA
218,1,Grave Titan,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,6,{4}{B}{B},6,6,"Deathtouch
Whenever Grave Titan enters the battlefield or attacks, create two 2/2 black Zombie creature tokens.",Creature,Giant
218,1,Flametongue Kavu,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,4,{3}{R},4,2,"When Flametongue Kavu enters the battlefield, it deals 4 damage to target creature.",Creature,Kavu
218,1,Snuff Out,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,4,{3}{B},NA,NA,"If you control a Swamp, you may pay 4 life rather than pay this spell's mana cost.
Destroy target nonblack creature. It can't be regenerated.",Instant,NA
218,1,Arc Trail,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,2,{1}{R},NA,NA,Arc Trail deals 2 damage to any target and 1 damage to another target.,Sorcery,NA
218,1,Thoughtseize,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,Sorcery,NA
218,1,Nekrataal,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,4,{2}{B}{B},2,1,"First strike
When Nekrataal enters the battlefield, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",Creature,Human Assassin
218,1,Flesh Carver,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,3,{2}{B},2,2,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
{1}{B}, Sacrifice another creature: Put two +1/+1 counters on Flesh Carver.
When Flesh Carver dies, create an X/X black Horror creature token, where X is Flesh Carver's power.",Creature,Human Wizard
218,1,Recurring Nightmare,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA
218,1,"Chandra, Torch of Defiance",MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,4,{2}{R}{R},NA,NA,"+1: Exile the top card of your library. You may cast that card. If you don't, Chandra, Torch of Defiance deals 2 damage to each opponent.
+1: Add {R}{R}.
−3: Chandra, Torch of Defiance deals 4 damage to target creature.
−7: You get an emblem with ""Whenever you cast a spell, this emblem deals 5 damage to any target.""",Planeswalker,Chandra
218,1,"Sarkhan, the Dragonspeaker",MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,5,{3}{R}{R},NA,NA,"+1: Until end of turn, Sarkhan, the Dragonspeaker becomes a legendary 4/4 red Dragon creature with flying, indestructible, and haste. (He doesn't lose loyalty while he's not a planeswalker.)
−3: Sarkhan, the Dragonspeaker deals 4 damage to target creature.
−6: You get an emblem with ""At the beginning of your draw step, draw two additional cards"" and ""At the beginning of your end step, discard your hand.""",Planeswalker,Sarkhan
218,1,Inferno Titan,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,6,{4}{R}{R},6,6,"{R}: Inferno Titan gets +1/+0 until end of turn.
Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three targets.",Creature,Giant
218,1,Badlands,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,({T}: Add {B} or {R}.),Land,Swamp Mountain
218,1,Imperial Recruiter,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,3,{2}{R},1,1,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle your library.",Creature,Human Advisor
218,1,Karplusan Forest,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {R} or {G}. Karplusan Forest deals 1 damage to you.",Land,NA
218,1,"Liliana, the Last Hope",MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,3,{1}{B}{B},NA,NA,"+1: Up to one target creature gets -2/-1 until your next turn.
−2: Put the top two cards of your library into your graveyard, then you may return a creature card from your graveyard to your hand.
−7: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",Planeswalker,Liliana
218,1,Hissing Quagmire,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA
218,1,Bloodstained Mire,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle your library.",Land,NA
218,1,Sylvan Library,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Green,2,{1}{G},NA,NA,"At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.",Enchantment,NA
218,1,Talisman of Impulse,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {R} or {G}. Talisman of Impulse deals 1 damage to you.",Artifact,NA
218,1,Oona's Prowler,MB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,2,{1}{B},3,1,"Flying
Discard a card: Oona's Prowler gets -2/-0 until end of turn. Any player may activate this ability.",Creature,Faerie Rogue
218,1,Kodama's Reach,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Green,3,{2}{G},NA,NA,"Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Then shuffle your library.",Sorcery,Arcane
218,1,Miscalculation,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Blue,2,{1}{U},NA,NA,"Counter target spell unless its controller pays {2}.
Cycling {2} ({2}, Discard this card: Draw a card.)",Instant,NA
218,1,Jace Beleren,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Blue,3,{1}{U}{U},NA,NA,"+2: Each player draws a card.
−1: Target player draws a card.
−10: Target player puts the top twenty cards of their library into their graveyard.",Planeswalker,Jace
218,1,Fyndhorn Elves,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Green,1,{G},1,1,{T}: Add {G} to your mana pool.,Creature,Elf Druid
218,1,Imperial Seal,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,1,{B},NA,NA,"Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.",Sorcery,NA
218,1,Dauntless Bodyguard,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,White,1,{W},2,1,"As Dauntless Bodyguard enters the battlefield, choose another creature you control.
Sacrifice Dauntless Bodyguard: The chosen creature gains indestructible until end of turn.",Creature,Human Knight
218,1,Umezawa's Jitte,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,2,{2},NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}",Artifact,Equipment
218,1,Manic Vandal,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,3,{2}{R},2,2,"When Manic Vandal enters the battlefield, destroy target artifact.",Creature,Human Warrior
218,1,Splinter Twin,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,4,{2}{R}{R},NA,NA,"Enchant creature
Enchanted creature has ""{T}: Create a token that's a copy of this creature, except it has haste. Exile that token at the beginning of the next end step.""",Enchantment,Aura
218,1,Greater Gargadon,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,10,{9}{R},9,7,"Suspend 10—{R}
Sacrifice an artifact, creature, or land: Remove a time counter from Greater Gargadon. Activate this ability only if Greater Gargadon is suspended.",Creature,Beast
218,1,Hero's Downfall,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Black,3,{1}{B}{B},NA,NA,Destroy target creature or planeswalker.,Instant,NA
218,1,Chain Lightning,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Red,1,{R},NA,NA,"Chain Lightning deals 3 damage to any target. Then that player or that permanent's controller may pay {R}{R}. If the player does, they may copy this spell and may choose a new target for that copy.",Sorcery,NA
218,1,Smuggler's Copter,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,2,{2},3,3,"Flying
Whenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact,Vehicle
218,1,Bonesplitter,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,1,{1},NA,NA,"Equipped creature gets +2/+0.
Equip {1}",Artifact,Equipment
218,1,Breeding Pool,SB,Jund (RGB) Recurring Nightmare Midrange 7.29.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, Breeding Pool enters the battlefield tapped.",Land,Forest Island
219,1,Overgrown Tomb,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Swamp Forest
219,1,Inquisition of Kozilek,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it with converted mana cost 3 or less. That player discards that card.,Sorcery,NA
219,1,Reclamation Sage,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,3,{2}{G},2,1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",Creature,Elf Shaman
219,1,Phyrexian Arena,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,3,{1}{B}{B},NA,NA,"At the beginning of your upkeep, you draw a card and you lose 1 life.",Enchantment,NA
219,1,Terramorphic Expanse,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",Land,NA
219,1,Fauna Shaman,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,2,{1}{G},2,2,"{G}, {T}, Discard a creature card: Search your library for a creature card, reveal it, and put it into your hand. Then shuffle your library.",Creature,Elf Shaman
219,1,Badlands,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,({T}: Add {B} or {R}.),Land,Swamp Mountain
219,1,Verdant Catacombs,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
219,1,Garruk Relentless,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,4,{3}{G},NA,NA,"When Garruk Relentless has two or fewer loyalty counters on him, transform him.
0: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.
0: Create a 2/2 green Wolf creature token.",Planeswalker,Garruk
219,1,Sulfurous Springs,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {R}. Sulfurous Springs deals 1 damage to you.",Land,NA
219,1,Mind Twist,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,1,{X}{B},NA,NA,Target player discards X cards at random.,Sorcery,NA
219,1,Zealous Conscripts,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,5,{4}{R},3,3,"Haste
When Zealous Conscripts enters the battlefield, gain control of target permanent until end of turn. Untap that permanent. It gains haste until end of turn.",Creature,Human Warrior
219,1,Diabolic Edict,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,2,{1}{B},NA,NA,Target player sacrifices a creature.,Instant,NA
219,1,Flametongue Kavu,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,4,{3}{R},4,2,"When Flametongue Kavu enters the battlefield, it deals 4 damage to target creature.",Creature,Kavu
219,1,Recurring Nightmare,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA
219,1,Maelstrom Pulse,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black Green,3,{1}{B}{G},NA,NA,Destroy target nonland permanent and all other permanents with the same name as that permanent.,Sorcery,NA
219,1,"Nissa, Voice of Zendikar",MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,3,{1}{G}{G},NA,NA,"+1: Create a 0/1 green Plant creature token.
−2: Put a +1/+1 counter on each creature you control.
−7: You gain X life and draw X cards, where X is the number of lands you control.",Planeswalker,Nissa
219,1,Blood Crypt,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, Blood Crypt enters the battlefield tapped.",Land,Swamp Mountain
219,1,Bloodghast,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,2,{B}{B},2,1,"Bloodghast can't block.
Bloodghast has haste as long as an opponent has 10 or less life.
Landfall — Whenever a land enters the battlefield under your control, you may return Bloodghast from your graveyard to the battlefield.",Creature,Vampire Spirit
219,1,Golgari Signet,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,2,{2},NA,NA,"{1}, {T}: Add {B}{G}.",Artifact,NA
219,1,"Karn, Scion of Urza",MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,4,{4},NA,NA,"+1: Reveal the top two cards of your library. An opponent chooses one of them. Put that card into your hand and exile the other with a silver counter on it.
−1: Put a card you own with a silver counter on it from exile into your hand.
−2: Create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""",Planeswalker,Karn
219,1,Bitterblossom,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,2,{1}{B},NA,NA,"At the beginning of your upkeep, you lose 1 life and create a 1/1 black Faerie Rogue creature token with flying.",Tribal Enchantment,Faerie
219,1,Llanowar Elves,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid
219,1,Birds of Paradise,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,1,{G},0,1,"Flying
{T}: Add one mana of any color.",Creature,Bird
219,1,Hissing Quagmire,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA
219,1,Elvish Mystic,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid
219,1,Eternal Witness,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,3,{1}{G}{G},2,1,"When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.",Creature,Human Shaman
219,1,Shriekmaw,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,5,{4}{B},3,2,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
When Shriekmaw enters the battlefield, destroy target nonartifact, nonblack creature.
Evoke {1}{B} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental
219,1,Talisman of Indulgence,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,2,{2},NA,NA,"{T}: Add {C}.
{T}: Add {B} or {R}. Talisman of Indulgence deals 1 damage to you.",Artifact,NA
219,1,Phyrexian Revoker,MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,2,{2},2,1,"As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated.",Artifact Creature,Horror
219,1,"Vraska, Golgari Queen",MB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black Green,4,{2}{B}{G},NA,NA,"+2: You may sacrifice another permanent. If you do, you gain 1 life and draw a card.
−3: Destroy target nonland permanent with converted mana cost 3 or less.
−9: You get an emblem with ""Whenever a creature you control deals combat damage to a player, that player loses the game.""",Planeswalker,Vraska
219,1,Craterhoof Behemoth,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,8,{5}{G}{G}{G},5,5,"Haste
When Craterhoof Behemoth enters the battlefield, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",Creature,Beast
219,1,The Antiquities War,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Blue,4,{3}{U},NA,NA,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Look at the top five cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
III — Artifacts you control become artifact creatures with base power and toughness 5/5 until end of turn.",Enchantment,Saga
219,1,Hostage Taker,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Blue Black,4,{2}{U}{B},2,3,"When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",Creature,Human Pirate
219,1,"Drana, Liberator of Malakir",SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Black,3,{1}{B}{B},2,3,"Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.",Creature,Vampire Ally
219,1,Imperial Recruiter,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,3,{2}{R},1,1,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle your library.",Creature,Human Advisor
219,1,Stormblood Berserker,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,2,{1}{R},1,1,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Menace (This creature can't be blocked except by two or more creatures.)",Creature,Human Berserker
219,1,"Thrun, the Last Troll",SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,4,{2}{G}{G},4,4,"This spell can't be countered.
Hexproof (This creature can't be the target of spells or abilities your opponents control.)
{1}{G}: Regenerate Thrun, the Last Troll.",Creature,Troll Shaman
219,1,Plated Geopede,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,2,{1}{R},1,1,"First strike
Landfall — Whenever a land enters the battlefield under your control, Plated Geopede gets +2/+2 until end of turn.",Creature,Insect
219,1,Thing in the Ice,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Blue,2,{1}{U},0,4,"Defender
Thing in the Ice enters the battlefield with four ice counters on it.
Whenever you cast an instant or sorcery spell, remove an ice counter from Thing in the Ice. Then if it has no ice counters on it, transform it.",Creature,Horror
219,1,Zurgo Bellstriker,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Red,1,{R},2,2,"Zurgo Bellstriker can't block creatures with power 2 or greater.
Dash {1}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",Creature,Orc Warrior
219,1,Simic Signet,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,2,{2},NA,NA,"{1}, {T}: Add {G}{U}.",Artifact,NA
219,1,Wickerbough Elder,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,4,{3}{G},4,4,"Wickerbough Elder enters the battlefield with a -1/-1 counter on it.
{G}, Remove a -1/-1 counter from Wickerbough Elder: Destroy target artifact or enchantment.",Creature,Treefolk Shaman
219,1,Manglehorn,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Green,3,{2}{G},2,2,"When Manglehorn enters the battlefield, you may destroy target artifact.
Artifacts your opponents control enter the battlefield tapped.",Creature,Beast
219,1,Grim Monolith,SB,Jund (RGB) Recurring Nightmare Vraska Midrange 9.24.18.dck,Colorless,2,{2},NA,NA,"Grim Monolith doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{4}: Untap Grim Monolith.",Artifact,NA
220,1,Ancient Tomb,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,{T}: Add {C}{C}. Ancient Tomb deals 2 damage to you.,Land,NA
220,1,Grand Coliseum,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C}.
{T}: Add one mana of any color. Grand Coliseum deals 1 damage to you.",Land,NA
220,1,Hissing Quagmire,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA
220,1,Llanowar Wastes,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.",Land,NA
220,1,Mana Confluence,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life: Add one mana of any color.",Land,NA
220,1,Overgrown Tomb,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"({T}: Add {B} or {G}.)
As Overgrown Tomb enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Swamp Forest
220,1,Plateau,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,({T}: Add {R} or {W}.),Land,Mountain Plains
220,1,Raging Ravine,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"Raging Ravine enters the battlefield tapped.
{T}: Add {R} or {G}.
{2}{R}{G}: Until end of turn, Raging Ravine becomes a 3/3 red and green Elemental creature with ""Whenever this creature attacks, put a +1/+1 counter on it."" It's still a land.",Land,NA
220,1,Stomping Ground,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, Stomping Ground enters the battlefield tapped.",Land,Mountain Forest
220,1,Tendo Ice Bridge,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"Tendo Ice Bridge enters the battlefield with a charge counter on it.
{T}: Add {C}.
{T}, Remove a charge counter from Tendo Ice Bridge: Add one mana of any color.",Land,NA
220,1,Verdant Catacombs,MB,Jund (RGB) Recurring Survival Midrange.txt,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA
220,1,Llanowar Elves,MB,Jund (RGB) Recurring Survival Midrange.txt,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid
220,1,Mind Twist,MB,Jund (RGB) Recurring Survival Midrange.txt,Black,1,{X}{B},NA,NA,Target player discards X cards at random.,Sorcery,NA
220,1,Abrupt Decay,MB,Jund (RGB) Recurring Survival Midrange.txt,Black Green,2,{B}{G},NA,NA,"This spell can't be countered.
Destroy target nonland permanent with converted mana cost 3 or less.",Instant,NA
220,1,Noose Constrictor,MB,Jund (RGB) Recurring Survival Midrange.txt,Green,2,{1}{G},2,2,"Reach
Discard a card: Noose Constrictor gets +1/+1 until end of turn.",Creature,Snake
